epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.3496530778734823,1.1205941894633962,1.1235302284327435,2.507136403744382,0.08049425066412345,0.5037822755485788,0.5881841653816413,1.0919664425250768,0.6955198204531363,0.7102349450815806,0.6029157507361591,0.018939139051265614,0.5827881227981883,0.5730958230958231,0.12279183787470747,0.03881128101979451,2.39614899804659,0.8741710468244701,0.9072336578666236,2.0334415138696214,0.06146393639740543,0.23293203143315894,0.16446642526584992,0.39739845809164076,0.0,0.7360315827937141,0.5734322449871313,0.014328014399033353,0.559190031152648,0.4838709677419355,0.10520635473029108,0.03840159645176406,0.6487538940809969,0.6261303044394186,0.6501230952270992,0.6307225938835932,0.0001
2,2.57489216441657,0.8346708406639707,0.8493454170555021,1.9684247321239394,0.04922410423450723,0.3927899359359355,0.42754949883908916,0.8203394351599901,0.5843688181525378,0.7014358993885281,0.5145503927689034,0.011505124641152545,0.5294413688978359,0.5304347826086957,0.09296248432970954,0.036372805237540135,2.0794915621897143,0.7542579602972369,0.7748807163624749,1.7627358035506488,0.03804196922160755,0.20296542898888156,0.14931049265222757,0.35227592066626684,0.0,0.7020336738628019,0.4490540587804585,0.009044170653461744,0.5093457943925234,0.5428571428571428,0.07872595053452067,0.03164535011632115,0.6978193146417445,0.6746082906046218,0.6868535713735917,0.6787694198072989,0.0001
3,2.1921175574520415,0.7037637609900333,0.7201586565181846,1.692521483740977,0.03741237258507669,0.33194608727151004,0.34944579308339163,0.6813918799386891,0.4842890938158064,0.6918732179949056,0.4613483815415356,0.008924670506586211,0.5208857574232512,0.548728813559322,0.07587972470996875,0.032798888573436914,1.9660757839494034,0.7199459524355202,0.7433262087660044,1.646215374224654,0.038025814308741385,0.19380654731179323,0.13174991063611158,0.3255564588066945,0.0,0.7060977857432261,0.4524454487911266,0.009197812145509694,0.5506230529595015,0.5304347826086957,0.0788293834809686,0.03125549508416035,0.7165109034267912,0.6955475697323523,0.7195919548625805,0.7038639047823102,0.0001
4,1.8922191683307348,0.6022122980434009,0.6176049624727669,1.4969709857440878,0.0343806557638536,0.28810146709160706,0.2625092760884109,0.5506107443542093,0.39330970072102334,0.690457268221989,0.4655554932203894,0.008296044163100154,0.5572890454621707,0.57,0.06725439219308843,0.030638809019681742,1.8944600820541382,0.6918948453349116,0.6966814067319175,1.5766944588159104,0.04213994487864763,0.19092773629868884,0.139081452680154,0.3300091893037903,0.0,0.7082906471234616,0.4385450121560758,0.010351576833589326,0.5350467289719626,0.5188679245283019,0.0821989802615097,0.032953898098637434,0.7336448598130841,0.7125329614350611,0.7265148892975192,0.7175571762092569,0.0001
5,1.6176787445437606,0.4910443843240967,0.50975765311624,1.3443620108134233,0.0332493689251794,0.24666908560853498,0.19803788754829693,0.44470697470388043,0.3229329004840645,0.6904222553977428,0.45702482308993064,0.007960131691386856,0.5517530615668512,0.60880195599022,0.06086519313986177,0.02915826964745787,2.014957050296748,0.7607701944413586,0.7636976090732764,1.6083725293477376,0.03557097805066272,0.2034846252741472,0.16776378670956857,0.3712484094769784,0.0,0.6989488167183422,0.4492844389316356,0.008580962079940167,0.5607476635514018,0.5480769230769231,0.07327331495615118,0.027813171418825673,0.705607476635514,0.6866398625300679,0.7085151286949916,0.690669491286615,0.0001
6,1.4355224957103758,0.430851234393399,0.4475619007708782,1.2217385050154956,0.030785131312105564,0.21674790721204812,0.14919343027599485,0.3659413371124517,0.2725838145325196,0.6860396443567627,0.44801566653944785,0.007453316988007833,0.5462170776715316,0.5958083832335329,0.05460668578043167,0.027232019259644503,1.9738672886310709,0.7435760495261611,0.7749866664038269,1.556715261899051,0.041400502589632786,0.20396969078044838,0.16069242256081365,0.3646621132484199,0.0,0.7171585622977616,0.44787815478964016,0.010028584662623786,0.5358255451713395,0.62,0.08385031798880035,0.028948980260778658,0.7235202492211839,0.7042468940460822,0.722865854788782,0.7090506235864398,0.0001
7,1.2892261051407718,0.3808547534552262,0.39915046824282635,1.114314924388739,0.029962655565564093,0.186134179743159,0.1270125933272573,0.3131467731651734,0.23259763328745683,0.6859685730222207,0.43432009108633307,0.00724126992841607,0.5317899681261533,0.5765472312703583,0.05009933111536194,0.02576574896392542,2.0108089606709942,0.7651007900078348,0.7781264027145421,1.5887275154345504,0.04559005543914539,0.20799400327173048,0.1517113101816623,0.3597053153334458,0.0,0.7240114640966754,0.4131106646191851,0.010974218891298217,0.5467289719626168,0.5425531914893617,0.0834037249715343,0.02982704855228524,0.7313084112149533,0.7187023381313004,0.7324239700960511,0.719883352193649,0.0001
8,1.111320166105073,0.31176229566710645,0.32766021020314257,1.0086110966694752,0.030308012252042625,0.15194148429280568,0.09526311050577307,0.247204595497742,0.18333671029330278,0.683704996574967,0.4513776135590128,0.00726797322259144,0.5495722194262708,0.5830258302583026,0.045450796956473034,0.024336248949578247,2.090306089674572,0.8056885315993122,0.8165267908313193,1.5861505277431642,0.041450749189125786,0.24324872525194166,0.18241099381929618,0.4256597213850377,0.0,0.704356788660507,0.44879399815638116,0.010011148597930116,0.5794392523364486,0.7162162162162162,0.0807306269892767,0.025589330581745947,0.7328660436137072,0.7090886187074771,0.7296153344448664,0.7162294156050524,0.0001
9,1.0315546731464096,0.28361343227063146,0.3032106786161396,0.9464669634163569,0.027941135873037225,0.1350801454560456,0.08762492039619671,0.22270506583035463,0.16767330626342955,0.6799110939710298,0.4233042962162952,0.006722963829986722,0.5376614661969468,0.6396761133603239,0.04174700172917215,0.02282025702469456,2.083627648442705,0.8021896730330874,0.8150642245915077,1.6019274479132204,0.03945533710755292,0.24058035966531138,0.15990646257764454,0.4004868209315609,0.0,0.7251925416453234,0.40935769390512106,0.009627169023656089,0.5327102803738317,0.5540540540540541,0.0790987926030435,0.02494070738335856,0.7461059190031153,0.7294833504686,0.7332234945056395,0.7309158877659261,0.0001
10,0.9283561802534345,0.24747786471816122,0.2609229742020813,0.8792228716128906,0.02730690204656988,0.10999315814423673,0.07261886921004454,0.1826120271373867,0.13125435927436893,0.6887399487458625,0.44567929093413977,0.006482071494199424,0.5504110048649555,0.5877551020408164,0.03963147151659761,0.021837924901971208,2.165045177453775,0.8341211737873399,0.8583611146868947,1.6257844602578897,0.03893734952521937,0.26603889268622777,0.18803774423874056,0.45407663853810026,0.0,0.7250942764252517,0.45344272702119987,0.00944431548228499,0.5755451713395638,0.5294117647058824,0.08683678898317596,0.025787745139609287,0.7297507788161994,0.7086017710102185,0.7275077230818435,0.7131615539322266,0.0001
11,0.8663785367819151,0.23038315501534645,0.24600909274109575,0.8104082940109143,0.02594210150217454,0.10467491771141059,0.06688189401282406,0.171556811529135,0.12217720564301839,0.6869862860250225,0.42681160447576905,0.006260563724786057,0.5483979198121121,0.6018099547511312,0.037265227018838436,0.020531779085475536,2.1715601690090334,0.8380142395555787,0.8786942109326336,1.6292380640439899,0.0421509133692471,0.2700547352984455,0.1769960519750356,0.44705078967577105,0.0,0.7151287090369846,0.4384441199158304,0.010131144191585131,0.559190031152648,0.4782608695652174,0.08892594160663665,0.026013523904199292,0.735202492211838,0.7174064303151438,0.730472538879312,0.7203222831503434,0.0001
12,0.7844914052484819,0.2023862455589542,0.21582737971629057,0.7431646254294232,0.0259829535995993,0.0950241360931025,0.055329703110929676,0.1503538394990838,0.10541638448862777,0.6824914769445604,0.4308845765664961,0.006203192748158219,0.5611474584801208,0.6135265700483091,0.03399085345941384,0.01905668596498588,2.2310062346057355,0.8664114645151334,0.8792503050925947,1.6541577031679242,0.045246146723767304,0.28604940838844883,0.19332975334838914,0.4793791611565747,0.0,0.7348917057952405,0.4386533194706076,0.010914753698060227,0.5521806853582555,0.5522388059701493,0.08933959777539933,0.02671255167501087,0.7375389408099688,0.7209868529344612,0.7263739614720871,0.7220823372981023,0.0001
13,0.7336672850551871,0.1811641153361229,0.1942486873815532,0.6960695381633308,0.024029210506694827,0.08984250490624139,0.05847262499527685,0.14831512980944278,0.10521896219622273,0.6882384721614074,0.4289975122087275,0.0057906475986856274,0.5343063244422077,0.654639175257732,0.03158150285783541,0.018183994032177454,2.1866230721414275,0.8552538232639942,0.8771197971339538,1.6112219245634347,0.04205323676825312,0.2752140181097768,0.19006378373067326,0.4652778067900959,0.0,0.6963410332938221,0.42207780670130923,0.009939119387438421,0.5599688473520249,0.5409836065573771,0.08024165498044201,0.023903474041280348,0.7383177570093458,0.7175792317167733,0.72127903848927,0.7191090650776997,5e-05
14,0.6286332433084937,0.1480843141322527,0.16085802558593912,0.6178854435227338,0.022187471928081518,0.07340061013311687,0.03430386203676125,0.10770447245755102,0.07267476291042006,0.6805323976195312,0.441614523390019,0.0053171167387391196,0.5569535312866969,0.6024096385542169,0.027732751964357403,0.016446586960285538,2.158546927933381,0.8398771497690789,0.8599379407096874,1.6016851912406376,0.040911543893851224,0.2673521808292746,0.1889100899438249,0.4562622684056253,0.0,0.7062040589680182,0.43966784169230133,0.009664885853791756,0.573208722741433,0.5517241379310345,0.0802083275765761,0.024397375900285206,0.7414330218068536,0.7251303388893207,0.7337145851182111,0.7275108113225469,5e-05
15,0.5707210030827301,0.12646473424608845,0.1373516569584933,0.578452226660072,0.01849121072249432,0.05940142077572876,0.03005716551312481,0.08945858627220285,0.058126434133907744,0.6830118195039877,0.44037085509584206,0.0044715201998794295,0.5703740983056534,0.6158940397350994,0.023119478823744342,0.014149809220512306,2.3286556506825384,0.913140314483197,0.9430085654570678,1.7045076888669688,0.043220063511897285,0.29158967015452425,0.21539830727462086,0.5069879773595135,0.0,0.6969336360414452,0.40676910271200806,0.010311625387100178,0.5708722741433022,0.5147058823529411,0.08471575049544607,0.024058777108381377,0.7383177570093458,0.7156891887234629,0.7374625077482154,0.7233670273897537,5e-05
16,0.5349761625150969,0.11429612734569856,0.1259690294668111,0.5560898253470135,0.02096551632022117,0.04855906518031953,0.02420714091538433,0.07276620590802357,0.0427152289939276,0.6839168785382709,0.44463335334719717,0.004992334734155887,0.5727226975339708,0.6171875,0.02297072614506909,0.01452773062914249,2.315845777683912,0.9091266341205698,0.9298807890430046,1.6866488839235632,0.04200886899019327,0.28978510396163387,0.22111201402368574,0.5108971163141613,0.0,0.7127505544561463,0.4534993388246153,0.01011800194996458,0.5872274143302181,0.4716981132075472,0.0903112265412684,0.023997172732560842,0.7414330218068536,0.7161312238283715,0.7356631972883367,0.7229964889350591,5e-05
17,0.5310249198424978,0.12059192987641039,0.13423820257041902,0.5157820342911348,0.020682298939383243,0.05246247220515187,0.03633322924927154,0.08879570119242913,0.042127455648478446,0.6830359329874934,0.43633824971208757,0.00493669538698355,0.57221942627076,0.6818181818181818,0.023299720757265854,0.014281284827956845,2.3153447525523534,0.9170537703783712,0.9637635350691567,1.669313628725545,0.04042055696898903,0.28881822944534624,0.2092400108031766,0.4980582415251021,0.0,0.696221110976745,0.4008032126392809,0.009760886683597021,0.573208722741433,0.4520547945205479,0.08390964425203673,0.022923945553973007,0.7468847352024922,0.7289276587369571,0.7342451489809427,0.729740999212234,2.5e-05
