image_id,mindat_photo_id,mineral_label,true_label,predicted_label,confidence,is_correct,error_pair,split_group_id,image_path
VTM-000010,14362,ilmenite,target_mineral,metallic_hard_negative,0.542506,false,target_mineral__as__metallic_hard_negative,DG-de799a8fec64,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p014362_042_raw.jpg
VTM-000099,1316676,ilmenite,target_mineral,gangue_negative,0.398602,false,target_mineral__as__gangue_negative,DG-0cb77f3a3394,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p1316676_016_raw.jpg
VTM-000148,185317,ilmenite,target_mineral,gangue_negative,0.448454,false,target_mineral__as__gangue_negative,DG-6b6127386ae0,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p185317_273_raw.jpg
VTM-000151,185771,ilmenite,target_mineral,metallic_hard_negative,0.414907,false,target_mineral__as__metallic_hard_negative,DG-f6ec95d06e37,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p185771_194_raw.jpg
VTM-000168,227271,ilmenite,target_mineral,gangue_negative,0.901841,false,target_mineral__as__gangue_negative,DG-9549f16ca6f8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p227271_055_raw.jpg
VTM-000178,282597,ilmenite,target_mineral,metallic_hard_negative,0.666675,false,target_mineral__as__metallic_hard_negative,DG-7a19944a6977,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p282597_134_raw.jpg
VTM-000186,299263,ilmenite,target_mineral,ti_bearing_negative,0.852979,false,target_mineral__as__ti_bearing_negative,DG-8de210fffeaa,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p299263_209_raw.jpg
VTM-000235,510570,ilmenite,target_mineral,gangue_negative,0.532661,false,target_mineral__as__gangue_negative,DG-7b45371666b6,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p510570_322_raw.jpg
VTM-000245,552070,ilmenite,target_mineral,gangue_negative,0.631169,false,target_mineral__as__gangue_negative,DG-1fb802e22fc8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p552070_165_raw.jpg
VTM-000279,704115,ilmenite,target_mineral,gangue_negative,0.746446,false,target_mineral__as__gangue_negative,DG-393984939add,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p704115_251_raw.jpg
VTM-000303,795477,ilmenite,target_mineral,metallic_hard_negative,0.781083,false,target_mineral__as__metallic_hard_negative,DG-c7d6902b0f52,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p795477_265_raw.jpg
VTM-000324,908308,ilmenite,target_mineral,ti_bearing_negative,0.647380,false,target_mineral__as__ti_bearing_negative,DG-5b572bca6c6d,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p908308_338_raw.jpg
VTM-000333,640,magnetite,target_mineral,ti_bearing_negative,0.510340,false,target_mineral__as__ti_bearing_negative,DG-054b4ded8482,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p000640_1302_raw.jpg
VTM-000338,1440,magnetite,target_mineral,ti_bearing_negative,0.833423,false,target_mineral__as__ti_bearing_negative,DG-4d18b403f26f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p001440_1329_raw.jpg
VTM-000344,2875,magnetite,target_mineral,ti_bearing_negative,0.868499,false,target_mineral__as__ti_bearing_negative,DG-2f8cebc5b197,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p002875_1315_raw.jpg
VTM-000348,3659,magnetite,target_mineral,ti_bearing_negative,0.979894,false,target_mineral__as__ti_bearing_negative,DG-a2483299fee4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p003659_129_raw.jpg
VTM-000351,4524,magnetite,target_mineral,metallic_hard_negative,0.716126,false,target_mineral__as__metallic_hard_negative,DG-a48fa79cf69f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004524_1328_raw.jpg
VTM-000352,4545,magnetite,target_mineral,metallic_hard_negative,0.527647,false,target_mineral__as__metallic_hard_negative,DG-1782d4b3d09c,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004545_541_raw.jpg
VTM-000359,10266,magnetite,target_mineral,ti_bearing_negative,0.859460,false,target_mineral__as__ti_bearing_negative,DG-30c34c3d847b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010266_360_raw.jpg
VTM-000360,10357,magnetite,target_mineral,ti_bearing_negative,0.551225,false,target_mineral__as__ti_bearing_negative,DG-1c1339c0ecd6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010357_1159_raw.jpg
VTM-000370,18253,magnetite,target_mineral,gangue_negative,0.532779,false,target_mineral__as__gangue_negative,DG-0e59f5d8e9e4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p018253_1311_raw.jpg
