image_id,mindat_photo_id,mineral_label,true_label,predicted_label,confidence,is_correct,error_pair,split_group_id,image_path
VTM-000010,14362,ilmenite,target_mineral,metallic_hard_negative,0.856025,false,target_mineral__as__metallic_hard_negative,DG-de799a8fec64,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p014362_042_raw.jpg
VTM-000021,54047,ilmenite,target_mineral,ti_bearing_negative,0.731648,false,target_mineral__as__ti_bearing_negative,DG-02d77b36654c,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p054047_069_raw.jpg
VTM-000100,1331041,ilmenite,target_mineral,metallic_hard_negative,0.556687,false,target_mineral__as__metallic_hard_negative,DG-134c1cda5ae8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p1331041_342_raw.jpg
VTM-000125,1479998,ilmenite,target_mineral,ti_bearing_negative,0.530403,false,target_mineral__as__ti_bearing_negative,DG-92cd703d8751,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p1479998_175_raw.jpg
VTM-000140,1712438,ilmenite,target_mineral,ti_bearing_negative,0.833192,false,target_mineral__as__ti_bearing_negative,DG-93845f92f943,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p1712438_113_raw.jpg
VTM-000148,185317,ilmenite,target_mineral,gangue_negative,0.610353,false,target_mineral__as__gangue_negative,DG-6b6127386ae0,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p185317_273_raw.jpg
VTM-000151,185771,ilmenite,target_mineral,gangue_negative,0.503354,false,target_mineral__as__gangue_negative,DG-f6ec95d06e37,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p185771_194_raw.jpg
VTM-000168,227271,ilmenite,target_mineral,gangue_negative,0.576924,false,target_mineral__as__gangue_negative,DG-9549f16ca6f8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p227271_055_raw.jpg
VTM-000178,282597,ilmenite,target_mineral,metallic_hard_negative,0.420243,false,target_mineral__as__metallic_hard_negative,DG-7a19944a6977,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p282597_134_raw.jpg
VTM-000186,299263,ilmenite,target_mineral,ti_bearing_negative,0.965844,false,target_mineral__as__ti_bearing_negative,DG-8de210fffeaa,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p299263_209_raw.jpg
VTM-000198,332477,ilmenite,target_mineral,ti_bearing_negative,0.513147,false,target_mineral__as__ti_bearing_negative,DG-7401df8c67d6,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p332477_272_raw.jpg
VTM-000235,510570,ilmenite,target_mineral,gangue_negative,0.502781,false,target_mineral__as__gangue_negative,DG-7b45371666b6,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p510570_322_raw.jpg
VTM-000245,552070,ilmenite,target_mineral,gangue_negative,0.488394,false,target_mineral__as__gangue_negative,DG-1fb802e22fc8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p552070_165_raw.jpg
VTM-000269,676754,ilmenite,target_mineral,ti_bearing_negative,0.939030,false,target_mineral__as__ti_bearing_negative,DG-22f5c2a57f9b,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p676754_009_raw.jpg
VTM-000279,704115,ilmenite,target_mineral,ti_bearing_negative,0.497896,false,target_mineral__as__ti_bearing_negative,DG-393984939add,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p704115_251_raw.jpg
VTM-000295,772238,ilmenite,target_mineral,ti_bearing_negative,0.676413,false,target_mineral__as__ti_bearing_negative,DG-022950aec806,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p772238_252_raw.jpg
VTM-000303,795477,ilmenite,target_mineral,metallic_hard_negative,0.838826,false,target_mineral__as__metallic_hard_negative,DG-c7d6902b0f52,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p795477_265_raw.jpg
VTM-000318,873189,ilmenite,target_mineral,ti_bearing_negative,0.854094,false,target_mineral__as__ti_bearing_negative,DG-1963609157d8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p873189_182_raw.jpg
VTM-000324,908308,ilmenite,target_mineral,ti_bearing_negative,0.903975,false,target_mineral__as__ti_bearing_negative,DG-5b572bca6c6d,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p908308_338_raw.jpg
VTM-000338,1440,magnetite,target_mineral,ti_bearing_negative,0.846928,false,target_mineral__as__ti_bearing_negative,DG-4d18b403f26f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p001440_1329_raw.jpg
VTM-000344,2875,magnetite,target_mineral,ti_bearing_negative,0.931702,false,target_mineral__as__ti_bearing_negative,DG-2f8cebc5b197,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p002875_1315_raw.jpg
VTM-000348,3659,magnetite,target_mineral,ti_bearing_negative,0.640653,false,target_mineral__as__ti_bearing_negative,DG-a2483299fee4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p003659_129_raw.jpg
VTM-000351,4524,magnetite,target_mineral,metallic_hard_negative,0.422291,false,target_mineral__as__metallic_hard_negative,DG-a48fa79cf69f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004524_1328_raw.jpg
VTM-000352,4545,magnetite,target_mineral,gangue_negative,0.694875,false,target_mineral__as__gangue_negative,DG-1782d4b3d09c,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004545_541_raw.jpg
VTM-000359,10266,magnetite,target_mineral,metallic_hard_negative,0.658601,false,target_mineral__as__metallic_hard_negative,DG-30c34c3d847b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010266_360_raw.jpg
VTM-000360,10357,magnetite,target_mineral,ti_bearing_negative,0.750757,false,target_mineral__as__ti_bearing_negative,DG-1c1339c0ecd6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010357_1159_raw.jpg
VTM-000370,18253,magnetite,target_mineral,gangue_negative,0.703355,false,target_mineral__as__gangue_negative,DG-0e59f5d8e9e4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p018253_1311_raw.jpg
VTM-000405,38617,magnetite,target_mineral,ti_bearing_negative,0.652973,false,target_mineral__as__ti_bearing_negative,DG-b0bfb8edf35a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p038617_494_raw.jpg
VTM-000416,43465,magnetite,target_mineral,ti_bearing_negative,0.500738,false,target_mineral__as__ti_bearing_negative,DG-01b17c267ab6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p043465_796_raw.jpg
VTM-000519,99033,magnetite,target_mineral,ti_bearing_negative,0.764280,false,target_mineral__as__ti_bearing_negative,DG-7a74423f6148,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p099033_1182_raw.jpg
VTM-000546,1034968,magnetite,target_mineral,ti_bearing_negative,0.865496,false,target_mineral__as__ti_bearing_negative,DG-c7420c1b2740,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1034968_536_raw.jpg
VTM-000604,1116882,magnetite,target_mineral,ti_bearing_negative,0.447756,false,target_mineral__as__ti_bearing_negative,DG-e888896d9b37,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1116882_1257_raw.jpg
VTM-000650,1169090,magnetite,target_mineral,ti_bearing_negative,0.549199,false,target_mineral__as__ti_bearing_negative,DG-9e3f5c033faf,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1169090_916_raw.jpg
VTM-000659,1175194,magnetite,target_mineral,ti_bearing_negative,0.702470,false,target_mineral__as__ti_bearing_negative,DG-37c895d8c548,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1175194_833_raw.jpg
VTM-000670,1195015,magnetite,target_mineral,ti_bearing_negative,0.873262,false,target_mineral__as__ti_bearing_negative,DG-6357d6bf990d,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1195015_246_raw.jpg
VTM-000671,1195235,magnetite,target_mineral,metallic_hard_negative,0.564481,false,target_mineral__as__metallic_hard_negative,DG-8be949c54504,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1195235_247_raw.jpg
VTM-000722,1280615,magnetite,target_mineral,metallic_hard_negative,0.478494,false,target_mineral__as__metallic_hard_negative,DG-941068494d83,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1280615_537_raw.jpg
VTM-000735,1301638,magnetite,target_mineral,gangue_negative,0.654449,false,target_mineral__as__gangue_negative,DG-0cfbdf44d8ac,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1301638_552_raw.jpg
VTM-000802,1366668,magnetite,target_mineral,ti_bearing_negative,0.552922,false,target_mineral__as__ti_bearing_negative,DG-bd6d5b0fc43d,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1366668_1228_raw.jpg
VTM-000830,1385496,magnetite,target_mineral,metallic_hard_negative,0.589701,false,target_mineral__as__metallic_hard_negative,DG-d9138bce157b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1385496_1143_raw.jpg
VTM-000849,1406830,magnetite,target_mineral,metallic_hard_negative,0.600407,false,target_mineral__as__metallic_hard_negative,DG-3aecf3f78d73,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1406830_1152_raw.jpg
VTM-000889,1470325,magnetite,target_mineral,ti_bearing_negative,0.712537,false,target_mineral__as__ti_bearing_negative,DG-9ec84b1c3b1f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1470325_508_raw.jpg
VTM-000895,148446,magnetite,target_mineral,gangue_negative,0.831321,false,target_mineral__as__gangue_negative,DG-83b7a86707f0,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p148446_1086_raw.jpg
VTM-000902,148883,magnetite,target_mineral,gangue_negative,0.629584,false,target_mineral__as__gangue_negative,DG-67fc394ffd69,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p148883_1314_raw.jpg
VTM-000951,1663506,magnetite,target_mineral,ti_bearing_negative,0.810641,false,target_mineral__as__ti_bearing_negative,DG-2a123dcd3038,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1663506_701_raw.jpg
VTM-000986,192721,magnetite,target_mineral,gangue_negative,0.603019,false,target_mineral__as__gangue_negative,DG-1896fc46a326,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p192721_178_raw.jpg
VTM-001001,207155,magnetite,target_mineral,ti_bearing_negative,0.732893,false,target_mineral__as__ti_bearing_negative,DG-27608015d71b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p207155_157_raw.jpg
VTM-001006,212957,magnetite,target_mineral,ti_bearing_negative,0.550980,false,target_mineral__as__ti_bearing_negative,DG-667908559ec7,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p212957_928_raw.jpg
VTM-001007,213013,magnetite,target_mineral,ti_bearing_negative,0.820271,false,target_mineral__as__ti_bearing_negative,DG-ce6525f8700a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p213013_400_raw.jpg
VTM-001013,224473,magnetite,target_mineral,ti_bearing_negative,0.370437,false,target_mineral__as__ti_bearing_negative,DG-25c6ebca1f79,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p224473_284_raw.jpg
VTM-001014,225188,magnetite,target_mineral,ti_bearing_negative,0.798193,false,target_mineral__as__ti_bearing_negative,DG-667c44301a4e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p225188_1279_raw.jpg
VTM-001024,236966,magnetite,target_mineral,gangue_negative,0.639507,false,target_mineral__as__gangue_negative,DG-c8c8becfb1f6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p236966_210_raw.jpg
VTM-001050,253532,magnetite,target_mineral,gangue_negative,0.574747,false,target_mineral__as__gangue_negative,DG-787ac9c41959,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p253532_181_raw.jpg
VTM-001053,257955,magnetite,target_mineral,gangue_negative,0.557785,false,target_mineral__as__gangue_negative,DG-750f5d0fbed9,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p257955_561_raw.jpg
VTM-001146,346606,magnetite,target_mineral,ti_bearing_negative,0.879131,false,target_mineral__as__ti_bearing_negative,DG-54169e174bc5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p346606_704_raw.jpg
VTM-001167,359278,magnetite,target_mineral,ti_bearing_negative,0.585715,false,target_mineral__as__ti_bearing_negative,DG-7f9bd8a744c3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p359278_1281_raw.jpg
VTM-001245,454107,magnetite,target_mineral,ti_bearing_negative,0.464500,false,target_mineral__as__ti_bearing_negative,DG-e9b769615b80,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p454107_713_raw.jpg
VTM-001282,500244,magnetite,target_mineral,ti_bearing_negative,0.856755,false,target_mineral__as__ti_bearing_negative,DG-12a1b3fc76a3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p500244_709_raw.jpg
VTM-001288,508452,magnetite,target_mineral,ti_bearing_negative,0.547555,false,target_mineral__as__ti_bearing_negative,DG-337282447e9f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p508452_455_raw.jpg
VTM-001295,516241,magnetite,target_mineral,metallic_hard_negative,0.513558,false,target_mineral__as__metallic_hard_negative,DG-51e85e0f298f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p516241_283_raw.jpg
VTM-001299,518519,magnetite,target_mineral,gangue_negative,0.402318,false,target_mineral__as__gangue_negative,DG-d8a423cdb82b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p518519_198_raw.jpg
VTM-001304,521514,magnetite,target_mineral,metallic_hard_negative,0.376070,false,target_mineral__as__metallic_hard_negative,DG-bdaffa012f1b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p521514_939_raw.jpg
VTM-001323,534398,magnetite,target_mineral,ti_bearing_negative,0.665859,false,target_mineral__as__ti_bearing_negative,DG-07428b24b9da,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p534398_396_raw.jpg
VTM-001384,600343,magnetite,target_mineral,ti_bearing_negative,0.548554,false,target_mineral__as__ti_bearing_negative,DG-aa44d5c33cf9,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p600343_193_raw.jpg
VTM-001449,688265,magnetite,target_mineral,ti_bearing_negative,0.583058,false,target_mineral__as__ti_bearing_negative,DG-03af000b3c50,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p688265_1266_raw.jpg
VTM-001486,729875,magnetite,target_mineral,ti_bearing_negative,0.355299,false,target_mineral__as__ti_bearing_negative,DG-3e62e0f6f971,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p729875_1095_raw.jpg
VTM-001568,838439,magnetite,target_mineral,ti_bearing_negative,0.859771,false,target_mineral__as__ti_bearing_negative,DG-725b96f47bf5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p838439_1267_raw.jpg
VTM-001574,854311,magnetite,target_mineral,ti_bearing_negative,0.962232,false,target_mineral__as__ti_bearing_negative,DG-ae33164e67e6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p854311_792_raw.jpg
VTM-001664,962673,magnetite,target_mineral,ti_bearing_negative,0.727012,false,target_mineral__as__ti_bearing_negative,DG-4742712dff64,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p962673_535_raw.jpg
VTM-001668,966906,magnetite,target_mineral,ti_bearing_negative,0.575675,false,target_mineral__as__ti_bearing_negative,DG-391ca5b60e2e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p966906_538_raw.jpg
VTM-001707,934,calcite,gangue_negative,metallic_hard_negative,0.578976,false,gangue_negative__as__metallic_hard_negative,DG-9d06bac022ce,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p000934_page1_027_raw.jpg
VTM-001776,63539,calcite,gangue_negative,ti_bearing_negative,0.676407,false,gangue_negative__as__ti_bearing_negative,DG-01b232202e70,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p063539_page8_024_raw.jpg
