epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.355784281570826,1.1241187350479194,1.131342691576055,2.5364624207660946,0.07046155957575413,0.4977058771072148,0.5740629023922468,1.071768778159582,0.6745738432203797,0.7021072702886993,0.6293996973008522,0.016583601871347463,0.5723871833584969,0.5583941605839416,0.11755629752705903,0.037148516723795495,2.4031957837280085,0.8793470341468526,0.9136231424652528,2.0415566435484127,0.06278610670492285,0.23542906548189596,0.15903326674042462,0.39446233124747826,0.0,0.7115487536165944,0.596427479010319,0.014423146121029094,0.6066978193146417,0.5263157894736842,0.1038164123812998,0.037871291853361785,0.6580996884735203,0.6390655959183412,0.6621324301576725,0.6425462115008982,0.0001
2,2.632974376576076,0.8593764733176287,0.8656110425380188,2.0085195777120655,0.047540652662055684,0.39619755449960586,0.44470849763705134,0.8409060497968674,0.5808653769443758,0.6964173156170013,0.5671688311153201,0.01112848727300858,0.5603086730414361,0.5152979066022544,0.09204710791181354,0.03476765300953512,2.059965073505295,0.7474983052301258,0.7632319657973411,1.7488452040146445,0.04150764716098613,0.20719425524135246,0.1386883262533265,0.345882581494679,0.0,0.7014411335050874,0.5075582134482274,0.009922822497927574,0.5334890965732088,0.5416666666666666,0.08142218973909757,0.032886880535113114,0.7149532710280374,0.690108931150698,0.7120943097231502,0.6976364912922369,0.0001
3,2.1967843316421676,0.7027687177704477,0.7139216418475077,1.7152085597433913,0.038117673862997345,0.33229268068656126,0.3436045754357805,0.6758972546374752,0.47467815083078324,0.687027266673085,0.5348970143287259,0.009111451985073309,0.5581278309008556,0.5010940919037199,0.07749816693695505,0.0323578189261386,2.1096244125722725,0.7935975803021701,0.8015575093272319,1.7141271372821842,0.03680124407709573,0.21355822410817457,0.1548285290273922,0.36838675134835586,0.0,0.707003820536664,0.5190173953632328,0.008917333276271183,0.5537383177570093,0.5471698113207547,0.08054864203099145,0.029940243857637452,0.67601246105919,0.6638932793497255,0.6956867933336914,0.6616860788353117,0.0001
4,1.881247415416214,0.5915602651883883,0.606501708183087,1.4932834289554302,0.03587682141908822,0.2970030855970522,0.26164964807289015,0.5586527328706392,0.4089616618111837,0.6760978771823901,0.4936945145186352,0.008645991646783143,0.5789297097802382,0.5720720720720721,0.06968126274455737,0.030520485093659906,1.985540554902264,0.7424899694332824,0.7468467524675565,1.6186517491890262,0.04157054961609692,0.19949291797929278,0.14494745916109592,0.34444037709977027,0.0,0.7063581585141357,0.4711829798754502,0.010118487860048805,0.6137071651090342,0.6421052631578947,0.08178906645533576,0.03113045589332889,0.719626168224299,0.6997031901554771,0.7221370808148688,0.7043620867022176,0.0001
5,1.6832879642935492,0.5227204047679661,0.5395530274481887,1.3659229431350726,0.03491091816046307,0.2669518422638484,0.20522716415602626,0.47217900761820447,0.35984676676375654,0.6715257003730905,0.4686053087861421,0.008385512777612212,0.6017446737124643,0.5340050377833753,0.06415252308642067,0.028997805456442233,1.8763616441566253,0.6867523721631071,0.7020876103101118,1.5418748907582411,0.04192567377632652,0.19450043393676156,0.1378017788364137,0.3323022106958327,0.0,0.7280626802058234,0.44209291756942265,0.010126710284602214,0.5973520249221184,0.6125,0.07981954023361314,0.029820075639799642,0.7398753894080997,0.7232698658209578,0.7416065398865407,0.7293367790156483,0.0001
6,1.4697508363191003,0.45025493928278637,0.4670726858095682,1.2339889865216744,0.034326195084414736,0.2099113345191175,0.1621431196454523,0.3720544541698037,0.2921314778934737,0.6706023788496145,0.47249580519903506,0.008241035423290754,0.6094614997483644,0.5512465373961218,0.05820183577899779,0.0276784560441665,1.9685522570416936,0.7378769931949187,0.7571447091496251,1.5587736995792092,0.03985380954645876,0.21071235482752138,0.1535916940259785,0.36430404750728906,0.0,0.7586483264637884,0.46641620314125887,0.00960083910513666,0.5965732087227414,0.550561797752809,0.08245223434950222,0.027520889609744532,0.7367601246105919,0.7157091160553644,0.7370146547696805,0.7222568557489811,0.0001
7,1.3455362159460709,0.40180960363328627,0.417657681353199,1.1493152337193469,0.031055867358869685,0.19078056088051445,0.14845930147373002,0.3392398622067577,0.25119485138016967,0.6680957831166131,0.4508670225959459,0.007470695155026363,0.6004026170105687,0.572463768115942,0.05346264145905695,0.025534142956378097,1.92978579047313,0.7266677377565628,0.7210027418125455,1.5212443353973817,0.03808308044605166,0.20564646835256123,0.16703075866832912,0.3726772234029488,0.0,0.7209829598943763,0.45695377748192656,0.009110750252860893,0.5965732087227414,0.5285714285714286,0.0762506216947811,0.0264455646335674,0.7437694704049844,0.7177754799568481,0.7382962710230724,0.7250738177360356,0.0001
8,1.185844727019259,0.341405562087806,0.3551527763588919,1.0449249647224015,0.03192401092781969,0.16676008891807348,0.11926072530285639,0.2860208148200167,0.206782642909418,0.6630741150421977,0.4714429698755749,0.0076367291910465155,0.6166750545210535,0.5536332179930796,0.04970183802268601,0.02489645821113634,2.0513625323215376,0.7859568175311401,0.7843159397257451,1.5725843564743565,0.039552142489643484,0.21690845598011188,0.18761326667397193,0.4045217240293078,0.0,0.7681845771932156,0.4869318509712305,0.009601553867069805,0.5856697819314641,0.5384615384615384,0.08741102642910792,0.02690657256352684,0.7297507788161994,0.7055301248449733,0.7284030215605385,0.7127491910619039,0.0001
9,1.0461847690143276,0.29329733445932954,0.30939281180518485,0.9637565074591324,0.02954747519151034,0.12731085848853785,0.0908690531258956,0.2181799114806613,0.15177452993466561,0.6643882256749292,0.48293778099553375,0.007040724172514381,0.6166750545210535,0.6015037593984962,0.04566883054612602,0.02320265923225963,2.0983713441920058,0.8148782923585529,0.8313969328210361,1.5758577711485628,0.044152901534025915,0.2382780037982813,0.1754466178261231,0.4137246214155096,0.0,0.7643733828609978,0.46389258831646585,0.010347877682295737,0.5996884735202492,0.6049382716049383,0.0946902902990805,0.0266433938720818,0.7281931464174455,0.7073482094052886,0.7226471881321688,0.7120802914929741,5e-05
10,0.8711232096131787,0.23074952171635177,0.24751064917511678,0.8391239222134745,0.028800737810822825,0.11005327137749729,0.05234546924551745,0.16239874073171592,0.11411919607031917,0.6344270056135162,0.4528398492470861,0.0068714352540755795,0.6272437510484818,0.6150442477876106,0.03799810260804686,0.02090668429103313,2.0665299313090673,0.7948905454710636,0.8108711693424302,1.547156932383683,0.04299928782931369,0.2505455990365454,0.16758044011821258,0.418126040181824,0.0,0.8198015504165602,0.50386341013641,0.010246667005414314,0.5973520249221184,0.5277777777777778,0.09566498507249548,0.02626714392249773,0.7445482866043613,0.7295049815489562,0.7418743870152319,0.7317269481047106,5e-05
