epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_mean_gate,train_mean_expert_js_divergence,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_mean_gate,val_mean_expert_js_divergence,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.281998508789659,1.103427032039702,1.1034903457812306,2.479845517314814,0.08703156802012724,0.5468706091444997,0.621535281230291,1.1684058905247774,0.6987001603030855,0.8092352880155295,0.020246327992283115,2.3175773680024427,0.8600370312034156,0.8812431360702278,2.027509367725931,0.06612690145909972,0.2517634208699996,0.1819609804688213,0.4337244004103996,0.0,0.896965955369569,0.01550176272394877,0.6612149532710281,0.6351930945341276,0.6556965014981193,0.6412000697714983,0.0001
2,2.510400030461359,0.8302142203724079,0.8386152619044466,1.9198926252079698,0.05940120677405747,0.4223253296947863,0.4665938369021122,0.8889191656619825,0.6018598624526195,0.9418986904913098,0.013921005804138914,2.0018291748201364,0.7494235241153159,0.7629706079714766,1.7477312893882346,0.0479332857367777,0.21343499111052242,0.15257303291392105,0.3660080253706543,0.0,0.8712026657205876,0.01147397062535068,0.7040498442367601,0.684758698632316,0.6958346973020031,0.6881706582277635,0.0001
3,2.124001123804791,0.6978243861976755,0.7084467550328746,1.6361168266402617,0.05184333420311259,0.3645631440097585,0.3844726308542817,0.7490357737216428,0.5130441785033688,0.7798768604821699,0.012378180489347324,1.8963237659210728,0.7247259389388598,0.7482633326098184,1.623228217582465,0.05119786927958144,0.20170490838285549,0.13389129625673976,0.33559620621791136,0.0,0.6275082106014418,0.012418068824963569,0.7133956386292835,0.6940234178602163,0.7234380244870312,0.7020949339519983,0.0001
4,1.822797536789981,0.5953386017308702,0.6059466414034836,1.4281543073108625,0.04681320162919659,0.3243382555016874,0.30419640002762527,0.6285346556761744,0.42946477972047276,0.689245832458731,0.011302787428354118,1.8140485193870521,0.6864127349630694,0.695655370984122,1.5725480708006387,0.053383933107522416,0.19111760907641082,0.13310144447091954,0.32421905336164614,0.0,0.5806405512968549,0.013194750503271067,0.7406542056074766,0.7207965992367745,0.7376544027300109,0.7268762278929828,0.0001
5,1.5452954767334683,0.4850029369275295,0.5008694949495655,1.260413258242899,0.043325040115093826,0.2874830426325476,0.2388049499440305,0.526287993645232,0.3739203720874903,0.582671193667603,0.01050623240906959,1.9029466845907526,0.742481697199872,0.7492156065884409,1.5908077372197422,0.04425603313214868,0.20048579784847123,0.14617742686256813,0.34666322427003926,0.0,0.5321087269286546,0.010884950384498932,0.7157320872274143,0.6981420316982866,0.7198181600262143,0.7027966533371092,0.0001
6,1.3557352023803835,0.42050504949424433,0.43693348164927176,1.1328203231371243,0.0412452616706188,0.2574559960903647,0.18572048098473837,0.4431764759727021,0.3387385768801189,0.5672617048869137,0.010053209907693721,1.8542400828774472,0.7319441252965422,0.7468405235036512,1.5164548162359315,0.055148218952792455,0.20068568123556743,0.14300154140248106,0.3436872229629959,0.0,0.5521549228200274,0.013632099877485431,0.7266355140186916,0.7093374422960974,0.7284993105541298,0.7134628028387402,0.0001
7,1.206214804774142,0.3743854852715428,0.394389295544006,1.0179133123448383,0.041345113304372884,0.22347214415036998,0.1621713223161713,0.38564346665964894,0.27319098901546673,0.5247838802247541,0.010108084294769467,1.9590816196994247,0.7851761490153004,0.7957522474995283,1.5845739017023104,0.05816274284271993,0.21485060803603812,0.13887775626695045,0.35372836253898815,0.0,0.3715376074854863,0.014459357829888886,0.7383177570093458,0.722189603434134,0.7437576669239719,0.7266549276532334,0.0001
8,1.0233252809624047,0.30298138542966024,0.32093960806449934,0.9148398287303094,0.0371651257054105,0.19342001477489834,0.118324162920346,0.3117441768400062,0.23100478530418822,0.44476975692482423,0.009076935203890668,1.9700757985545838,0.7904084454815707,0.7785515289904544,1.58209114876863,0.048596288492421494,0.21658414316209862,0.16166437712042503,0.37824851846049695,0.0,0.39994541270545675,0.012146856636946776,0.735981308411215,0.7107248797880146,0.7321682612360513,0.7185177332844264,5e-05
9,0.8645294614334951,0.24798799221786832,0.2699758520768885,0.800589877673992,0.0328423194349752,0.158261223712577,0.09775405462833289,0.25601527839524096,0.17460693046872452,0.4010537947827344,0.00812800078777768,1.986701758479775,0.7976079448314842,0.8022151447345163,1.5808886690674542,0.047684167131688736,0.2305933531399851,0.1560611895683027,0.3866545437411565,0.0,0.35345068765164056,0.011923955099735041,0.7414330218068536,0.7253311224341576,0.723105253517839,0.7211057958496501,5e-05
10,0.754554265198582,0.20894275550433522,0.22622684430224127,0.730493009520385,0.031760153014289715,0.13648174198041566,0.07704913535534345,0.2135308773847879,0.1386683972079336,0.39159163038911465,0.007814871037123191,2.0063228063122875,0.8078256750775274,0.8089385254082279,1.5762750081184125,0.051432245245603754,0.23404767290570097,0.17191587964136654,0.4059635541137784,0.0,0.41383519652065553,0.012774749558389767,0.7367601246105919,0.7244723946226793,0.7318271358605789,0.7242972309409799,5e-05
