epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.3517694200891075,1.1216744017109057,1.1244386217274576,2.508100440889732,0.08050286839110722,0.5040263332610282,0.5884733241219545,1.0924996592978107,0.6961618559689674,0.7101882987225582,0.6032155101790442,0.01894859242863849,0.58379466532461,0.576521204671174,0.12290836916400585,0.03884710628445618,2.395218428050246,0.8736783095237993,0.9068634235227591,2.0327996442622487,0.06183597834264378,0.2327141333777585,0.16425183071897037,0.39696596567504505,0.0,0.7375785688002161,0.5769902855807747,0.014404605994535236,0.5716510903426791,0.5026737967914439,0.1056155254545758,0.03851147323743095,0.6456386292834891,0.6241192113643164,0.6488135093690179,0.6285069631456794,0.0001
2,2.573492078048394,0.8346302517907088,0.8492289026038315,1.9665644271044578,0.04924212537038458,0.392815961476401,0.4267723632801741,0.8195883250840457,0.5838640326888089,0.7016759674894272,0.5155688538794909,0.011505794712200723,0.5312866968629425,0.5121602288984263,0.09300177638272736,0.03640113003573143,2.0760240837049633,0.7526950440674185,0.773674812086646,1.7599743801485341,0.03810517196296903,0.20298540100130336,0.14879740157231364,0.35178280076319557,0.0,0.7022120427119769,0.45108134384235116,0.009054135752199937,0.514797507788162,0.5392156862745098,0.07885322124644727,0.03168170836297322,0.6978193146417445,0.6763869571485818,0.6889768230573068,0.6807199623345721,0.0001
3,2.1890515592789774,0.7029072828509627,0.7190190769145801,1.689179086381208,0.03745294276564298,0.3321256154316661,0.3487343521795903,0.6808599663588689,0.48377969781287744,0.6924672011480378,0.4619081608927344,0.008932866289206944,0.5148465022647207,0.5273109243697479,0.0760777037605155,0.03295251019043574,1.9650580559935524,0.7197831560889508,0.7438582489237978,1.6450309296634709,0.037982669215057496,0.19423932150424084,0.130933314654686,0.3251726352305056,0.0,0.7041029816847353,0.4552621101130763,0.009193313007841918,0.5529595015576324,0.5272727272727272,0.078764017669896,0.031151993217808448,0.7188473520249221,0.6980191120020414,0.7209515722790294,0.7062712326433257,0.0001
4,1.889521607395147,0.6014365496861017,0.6167778879119094,1.4950744543593915,0.034413498021553496,0.2885080164104995,0.2605142740644777,0.5490222925348702,0.39316079917919555,0.6908478785373084,0.46713950546860517,0.008299031411007117,0.5556114745848012,0.5523809523809524,0.06745033299662875,0.030687433651516174,1.8909211648958866,0.6898515328439968,0.696393354473827,1.5745710164215705,0.04232194223600756,0.19125478740816362,0.13856737988760168,0.32982216683155463,0.0,0.7054252843619135,0.4431119151123309,0.010389215138260301,0.5272585669781932,0.5428571428571428,0.08267577174337024,0.03333840596446938,0.735202492211838,0.7141261242800054,0.7294171145944177,0.7194332455456378,0.0001
5,1.616779313413834,0.49103751271148194,0.5097227924883195,1.342822108167147,0.033086261534686856,0.24681500845298612,0.1977240880227913,0.44453909656701923,0.32356942259681404,0.6896493554495261,0.4562748631444019,0.007919460682175158,0.5448750209696359,0.6141732283464567,0.06082609179875715,0.02921055078363319,2.006498481997077,0.7565240459835789,0.7589135395589276,1.6027864128629739,0.03544031280873349,0.20364624253732394,0.16739931804740169,0.3710455566041195,0.0,0.6978603989535774,0.44619913683548523,0.008556730314435079,0.559190031152648,0.5327102803738317,0.0734752039091367,0.02791088606313693,0.7009345794392523,0.6826586377202275,0.7044580506196845,0.686923174094944,0.0001
6,1.432555507361699,0.4297177754698774,0.44651740423446334,1.2193423449003222,0.030586491829020887,0.21716542621223625,0.14757543033111709,0.3647408566905276,0.27421166385591,0.6868695512231495,0.44336412872289815,0.007402049215574437,0.532964267740312,0.5850746268656717,0.05457066610438,0.027221374842778447,1.9744266557544934,0.744555148844407,0.7751279464020536,1.558015266311503,0.04134893338442591,0.2044037555364712,0.15891340569915058,0.3633171633709907,0.0,0.7128840309808558,0.4489028845968833,0.009994666074897313,0.5358255451713395,0.6666666666666666,0.08364934549965859,0.029102225650067825,0.721183800623053,0.7012822127181286,0.7232101328593139,0.7073994104911316,0.0001
7,1.2877502865368158,0.38067806496993745,0.3992291090672817,1.1141315465044643,0.029918533499744628,0.18550029621240657,0.12532728150487102,0.3108275772550926,0.2315221333743764,0.6864131397997807,0.43246239889709964,0.007232863374263631,0.5265894984063076,0.597444089456869,0.05021504812262143,0.025794411666012356,2.008865817313625,0.7642624428339093,0.7747846275010956,1.589753326968612,0.044953078182408374,0.20936435662468206,0.14889819933989337,0.35826255494331205,0.0,0.7240398284802184,0.4114171138897863,0.010843213054408824,0.5537383177570093,0.5729166666666666,0.0837503271998903,0.02973529405978474,0.7258566978193146,0.7148535917791626,0.7265351064454786,0.7150779940702263,0.0001
8,1.1121096602123748,0.31268057594851667,0.32835001586952817,1.0072926878829147,0.0303606389411015,0.1515017309309057,0.09652444595093095,0.24802617714961409,0.18219030744601913,0.6842705449928395,0.4505400358380697,0.007281890618578703,0.5549404462338534,0.6036363636363636,0.04583608964311255,0.02436077130603605,2.0820084490880046,0.801878686727393,0.8108155727386475,1.5807828115897016,0.04075116473844861,0.24473682760820953,0.1799094235971338,0.42464624661546074,0.0,0.7063621254724877,0.4525797438120174,0.009821868621456623,0.5794392523364486,0.676056338028169,0.08089377999722004,0.025543001178084966,0.7313084112149533,0.7069260644213119,0.7258882503909059,0.713636544492923,5e-05
9,0.9665831665607971,0.2588177406983855,0.277561001275894,0.9113275126470173,0.02709851273571589,0.12292269553231115,0.07445436547624144,0.19737706122542764,0.1346145489326066,0.6785158074716057,0.4348806498850018,0.006536688422022311,0.5549404462338534,0.6414342629482072,0.039623749577584154,0.022279785256165033,2.0261137355525176,0.7732356262634105,0.789693558698874,1.5694398660897466,0.040715441670605326,0.22991623154426474,0.15856715363691157,0.38848338704382146,0.0,0.7242155615414414,0.43161451305927145,0.00985246253467015,0.5459501557632399,0.5538461538461539,0.07963196510688654,0.025712142916931198,0.7422118380062306,0.7258365230275343,0.7310376523213543,0.7274695339755994,5e-05
10,0.8664875356888255,0.22280992678029288,0.23477616020245673,0.8528673183676021,0.025680955631117545,0.09767403607762133,0.0566672046280171,0.15434124093515883,0.09941243216014319,0.6886994860912605,0.45437510215112215,0.006136322603552779,0.5547726891461164,0.6212121212121212,0.037085335855846974,0.021298003373243016,2.0388342747435764,0.7727430317075081,0.796778369729764,1.5680079215040832,0.039138420708361446,0.23872850150612657,0.1727511459653994,0.4114796485624209,0.0,0.7323900728582222,0.4835768736249004,0.009506708298180263,0.5498442367601246,0.6049382716049383,0.08474793365555852,0.026014828162350928,0.7398753894080997,0.7209007312090192,0.7343182977897205,0.7238725167734938,5e-05
