epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.28053749325571,1.1161749001877996,1.1271359262960787,2.5435183934968624,0.07778650700965997,0.4977732837110173,0.5734544547736855,1.0712277382097275,0.6742690186525747,1.2410444481783596,0.8240605499386048,0.018143925380186006,0.5868142929038752,0.55978898007034,0.11958774516783621,0.02996681462843901,2.3318316037781144,0.874104666189984,0.8994345854375964,2.0571106831975445,0.0734716982484978,0.235119539768525,0.15881205589229072,0.39393159515018406,0.0,1.9156210452225348,0.9326190343619878,0.016787435177836395,0.6246105919003115,0.5737704918032787,0.10720252118586937,0.025593080009472732,0.6534267912772586,0.6370097140115556,0.6585488862519561,0.6387135632794829,0.0001
2,2.5613323352297286,0.8540260171734273,0.8611645344379184,2.016819044260186,0.05943597431471635,0.3958275091866082,0.44342026641916416,0.8392477726260401,0.5803818331412363,2.1899469991874985,0.9693056650458517,0.013838573184232063,0.5842979365878208,0.5204513399153737,0.10192074001314594,0.027123412294686115,2.007393299233505,0.7530653183333971,0.7606561469883191,1.7698874971205572,0.0547103212908421,0.2082277529661158,0.13927059455824048,0.34749834573714533,0.0,2.4933580193564158,0.9659332468687931,0.013005911893694284,0.57398753894081,0.5642857142857143,0.09607249661457559,0.028462653163675494,0.7126168224299065,0.6887758001994785,0.7121336403401706,0.6964713562315386,0.0001
3,2.1278197684957565,0.698985639443995,0.7076648839906725,1.7247396258575127,0.04810147355467636,0.33146668530874374,0.34289242491136057,0.6743591102882233,0.47558393666476656,2.59437375931787,0.9835791431743613,0.01136155747340101,0.575910082200973,0.5119705340699816,0.08709281200072072,0.026946541648970364,2.048824399431175,0.8030637903748271,0.7954468576707573,1.7178346683674512,0.0420347950725912,0.21408089463863045,0.15347528624757428,0.3675561798649414,0.0,2.875063534466277,0.9748688557437647,0.010130767329067389,0.5264797507788161,0.5306122448979592,0.09952858580777572,0.0298428477073031,0.6814641744548287,0.6668635011288944,0.6982924837047921,0.6662805497594252,0.0001
4,1.8198095624268085,0.5925871693754012,0.6014165484181307,1.5045981684740588,0.04317276194539172,0.2982120090854026,0.2605043020417498,0.5587163109384193,0.408937362786848,2.8430448981504117,0.9858112603181002,0.010268811645337201,0.5598054017782251,0.5157232704402516,0.08001868249353802,0.02739892675487484,1.9309247479631892,0.7548526767815384,0.7408519207131454,1.6276127601338324,0.04573109064750211,0.19864838002858876,0.1463108380264211,0.3449592177300624,0.0,3.149486829187268,0.9812026354150609,0.011116856904015189,0.4883177570093458,0.37894736842105264,0.10381907087601949,0.03469594493050212,0.7133956386292835,0.693191063848764,0.7173714688480113,0.6976725851560024,0.0001
5,1.6235617449211206,0.5268153833615022,0.5323456798378122,1.3749279435739643,0.04063040714800318,0.26591080686146534,0.2066441380099022,0.4725549466266786,0.3585545684972919,2.6968587397569137,0.9795935607920395,0.009667009441291199,0.5505787619526925,0.4742729306487696,0.07738858299188034,0.028550932765217762,1.8236801282639072,0.7005359038385647,0.7008175368992339,1.5530465700173304,0.0440035975564306,0.19468689822472887,0.13934550756977354,0.3340324083592661,0.0,2.570291068323676,0.9565605207395702,0.01061978733607412,0.514018691588785,0.5,0.09674036649247232,0.0306465255898774,0.7383177570093458,0.7211653885458601,0.7391305976045801,0.7261594507732467,0.0001
6,1.406913056487186,0.4508045018719179,0.4596928456669145,1.2442352727463013,0.0383724624500731,0.21004115243302837,0.16206595820808029,0.3721071107788307,0.2917690547925277,1.8733961669176022,0.8448307240318406,0.009124604856093822,0.544707263881899,0.5121293800539084,0.06538691723271496,0.02690433133469955,1.8981554690179796,0.7479091775937243,0.7475004770859751,1.5576581386762245,0.042289324360101764,0.20877535012187987,0.15185095174847363,0.3606263005705637,0.0,1.8746405323717825,0.6484556512037115,0.01019602076777835,0.5023364485981309,0.44680851063829785,0.1015002952642115,0.02956910671762737,0.7281931464174455,0.7077002384128114,0.7273810793055966,0.7125046910085195,0.0001
7,1.2825774719222762,0.40302891322098966,0.41144030178339164,1.1590645969803952,0.0348964974707884,0.18959051197386292,0.14814295978881412,0.3377334715820683,0.24799796548353142,1.4304014569839922,0.6665833933638886,0.008351424969480874,0.544707263881899,0.501628664495114,0.06027182487789353,0.02534522730859516,1.8866629188305863,0.7453254911572762,0.7198288216026402,1.5377841836938233,0.03824850792686144,0.2062299674510306,0.17109659592681956,0.37732656726561414,0.0,1.5229935142852806,0.5949923000428999,0.009275207905289929,0.5249221183800623,0.4805194805194805,0.09137967984337865,0.027417204898015794,0.7453271028037384,0.7193284670795915,0.7380182862596847,0.726301446697697,0.0001
8,1.127440403710074,0.34413427870918734,0.3522135218034513,1.0557618188670048,0.03469172974830005,0.1679588207346024,0.11848677295227947,0.28644559331047037,0.20679861452631093,1.4803743709495576,0.6787080396094257,0.008325568255343502,0.552424089917799,0.49498327759197325,0.055146402490219536,0.024764022875067866,1.9777512721183514,0.7910341026255646,0.7714443519665073,1.5710624070182395,0.04042048184230135,0.21744192369874113,0.19112369905565388,0.4085656259487444,0.0,1.9201788332232061,0.708515530771277,0.00987112472748899,0.5062305295950156,0.4891304347826087,0.09872491298397165,0.027859217039603527,0.7320872274143302,0.7084330169630056,0.7291560262030272,0.7158558077071322,0.0001
9,0.986739361512143,0.2957234216994276,0.30657061576003336,0.9724861422434606,0.02983585912143698,0.12766873606787973,0.09205441512291856,0.21972315148209048,0.15285050140694095,1.3573539482229329,0.6164190524408175,0.007193054246266737,0.5611474584801208,0.49473684210526314,0.04944061343442851,0.02265524870335454,2.0409139821833913,0.8351202274780036,0.8216780043929537,1.5764033721986217,0.04509223840921839,0.23686211624304615,0.17846455928692564,0.41532667927049405,0.0,1.7637993422252738,0.5951091419989563,0.010731409777323623,0.5366043613707165,0.4945054945054945,0.11824086819749348,0.028021256512895294,0.7313084112149533,0.7116336287108126,0.7221523233964533,0.7145122220421154,0.0001
10,0.8778820809372478,0.2570718376553713,0.2714572043011721,0.8823615125393112,0.03147293947139626,0.1249425223075254,0.0629594168876765,0.18790193889686935,0.1466692298263823,1.1987860017405962,0.476707247608752,0.007594265047770508,0.5955376614661969,0.5714285714285714,0.04360881209408356,0.020729403054798614,2.0841585626111967,0.8520502430906177,0.843590455170361,1.579433982617387,0.04056356427755868,0.2687239352718135,0.18615079303257562,0.45487472933725775,0.0,1.959988732204259,0.5634523701054012,0.009857662151141455,0.5459501557632399,0.43243243243243246,0.12391053899378875,0.027987553463527447,0.7328660436137072,0.7184765832814685,0.7337935086841276,0.7199389304360019,0.0001
