epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_mean_gate,train_mean_expert_js_divergence,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_mean_gate,val_mean_expert_js_divergence,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,3.2804551077376995,1.1266326426739781,1.1266023435862227,2.504578960599805,0.06588668157164532,0.5023100570411695,0.585929813615589,1.0882398714616863,0.6917380454595847,0.5,0.015700665442657264,2.320834152423704,0.8720947310931957,0.9030578270136753,2.043301701917084,0.04660085953098963,0.23358394098801777,0.15974407886790337,0.3933280187418156,0.0,0.5,0.011003368904416916,0.6534267912772586,0.629457883728356,0.6482941613721184,0.6359414771289428,0.0001
2,2.5240508746908845,0.8434304939162669,0.8560790949230965,1.9810795736600841,0.04122587608983104,0.39717565070930855,0.429988965110888,0.8271646161864136,0.583559188747432,0.5,0.009747583770013103,2.021699758704949,0.7597233439531653,0.781351743271789,1.7729863600567495,0.034651979746012675,0.20817868926814784,0.14518148932501534,0.3533601807749531,0.0,0.5,0.008310603545399422,0.705607476635514,0.6835197308476311,0.6946924034657969,0.6873117301939526,0.0001
3,2.133650576422387,0.7077010083600511,0.7233625164049581,1.7103449252003333,0.0352683651994247,0.3333100559622064,0.343393250922392,0.6767033065271305,0.48057987480590736,0.5,0.008438586003896735,1.9176592748855876,0.7262763744945466,0.7515455380407078,1.6542985784673245,0.037784931513936346,0.21066880307372113,0.1344686961991022,0.34513749994592874,0.0,0.5,0.009092412546111501,0.7095015576323987,0.688280069015196,0.7078055043196793,0.6953204071402803,0.0001
4,1.8487168149327375,0.6115065135025494,0.6245913945214697,1.5240656885799195,0.033167382903150855,0.2868461153327649,0.26578572049986643,0.5526318359876955,0.3939695203496523,0.5,0.007960057367001125,1.8676150491304486,0.7089437175762616,0.7225532122304507,1.598895155009451,0.04004704402150395,0.2061150540304704,0.1430464396224215,0.3491614942795762,0.0,0.5,0.00974905315299771,0.7313084112149533,0.7096432505716364,0.7244851462036808,0.7147791762214377,0.0001
5,1.5668590493778958,0.5010696197891972,0.5153388078131546,1.3441098661675506,0.032844547612907865,0.2513525752968445,0.20439721226337232,0.455749786289081,0.3374044437000784,0.5,0.007837068062005962,1.941344693071003,0.7522096756462738,0.7658700535416232,1.626397247255034,0.03716542295577741,0.20062574160479682,0.1608789171385245,0.36150465924234776,0.0,0.5,0.009000660296070684,0.7032710280373832,0.6820629062551185,0.7028626307771527,0.6881601255621855,0.0001
6,1.3729935169939906,0.4330895183430764,0.4475455306916604,1.2316307528789683,0.031760495590385705,0.209451416238325,0.1548867694985664,0.364338186398746,0.26857090165885156,0.5,0.0075871519675622485,1.890463145351113,0.7300707593885166,0.7576762506523608,1.5695528345315999,0.03825584883769725,0.211965910631966,0.15277672115701751,0.3647426316032993,0.0,0.5,0.00914572552768979,0.7281931464174455,0.7055708313001012,0.7281602209996824,0.7132750655637767,0.0001
7,1.2453380915527075,0.39115523045104217,0.40652788965279296,1.1326812147754208,0.029912143073272352,0.19532323889265601,0.1231608933374202,0.31848413186862434,0.23976999206002567,0.5,0.007201167365236896,1.9611681948569706,0.7715428948773774,0.8011854950141313,1.5994295813955621,0.04618535500681289,0.21785252617898387,0.15213870440502406,0.3699912327657979,0.0,0.5,0.011117269840750153,0.721183800623053,0.7034733469121179,0.7277203853231128,0.7079233195447902,0.0001
8,1.0936877717009488,0.3320338887254217,0.34366442675339337,1.0351850238647902,0.029733712796507425,0.166852895751648,0.10436470261469541,0.2712175979487869,0.19563102485220507,0.5,0.007142643829754506,2.0083172510717517,0.7921723312585154,0.801061474970568,1.5998130553979368,0.0376626282489374,0.22830371625251442,0.1961098021807329,0.42441351808654,0.0,0.5,0.009097796961331261,0.7281931464174455,0.7009147950443192,0.7180472495838034,0.7068855646909513,5e-05
9,0.9072567714658525,0.26606876455463635,0.2809134404284505,0.9102271980256207,0.026378303959358262,0.12313241098620431,0.07659002880354435,0.19972243981060617,0.13346993758741094,0.5,0.006327085910390471,1.9751094067208121,0.7798209157409698,0.8007328902078195,1.5806087476442165,0.03496213704115505,0.21560920259082614,0.1870001390158573,0.4026093394074856,0.0,0.5,0.008508530628544425,0.7398753894080997,0.7200030911447879,0.725634389792494,0.721658219117332,5e-05
10,0.846399869310478,0.24220482629830556,0.2522987952954896,0.87903360770745,0.024896842394585957,0.10789224881234484,0.06781807230988439,0.17571032106516404,0.11258699012206809,0.5,0.005949905262597147,2.013129652660584,0.7949678073883799,0.8263610551290423,1.5809862894061197,0.03600551666129044,0.24723851629112184,0.18771723544114846,0.43495575400109976,0.0,0.5,0.008656828164969255,0.7313084112149533,0.7166328345687376,0.7281638270419237,0.7186067741906088,5e-05
11,0.7536891643342266,0.21162932248768282,0.22304973089490995,0.8106306287550802,0.02299516243715451,0.0977489970146521,0.04101033378640873,0.13875933116774664,0.09302909174674619,0.5,0.0054613241903716,2.105529442011753,0.8383911261770213,0.8799502442930346,1.6264662134498822,0.03879057385050619,0.2548991151464482,0.20517804847328092,0.46007716328317644,0.0,0.5,0.009098318858518702,0.7406542056074766,0.7244756400619241,0.7389822509708637,0.7275633248055187,5e-05
12,0.6940636254410839,0.18752431282934537,0.19965941038415788,0.760384731465909,0.021829774324522686,0.08969116323271158,0.043722748290356814,0.13341391103764325,0.07542163875706887,0.5,0.005195452623727848,2.061301154325313,0.8284884859746862,0.8451767036940822,1.5980990042567624,0.03826937636482381,0.24732905783076883,0.18995505070017876,0.43728410609529245,0.0,0.5,0.009095922360718886,0.7336448598130841,0.7130829774456205,0.7204949247421686,0.7156160301223384,5e-05
13,0.6703025554774732,0.18049992959664543,0.1905199781927641,0.7323972972882032,0.021824708970873234,0.08623543215815258,0.045196653971192956,0.13143208640149637,0.08075469392256503,0.5,0.0051743828183843845,2.0245239379992737,0.8117470567657198,0.8242229609938797,1.583267050740132,0.03733656683652386,0.24702954220163384,0.17567838138880387,0.4227079224705296,0.0,0.5,0.008844292914479456,0.7538940809968847,0.7358103267668308,0.7352226918015162,0.7352893233213296,5e-05
14,0.6684041492612225,0.18314462241220947,0.19314917989013938,0.7195255806573664,0.02268906275141341,0.0843974459703716,0.048706184247536824,0.1331036304824574,0.08388718465942517,0.5,0.0054186824379714935,2.092001695499242,0.8436798878896088,0.8634309725273064,1.610767550371889,0.03857871928945694,0.24848842091504425,0.19795640527830688,0.44644482386649537,0.0,0.5,0.00913355215203042,0.7445482866043613,0.7226264000194834,0.7414505121126638,0.7297663173620743,5e-05
15,0.5958286671205728,0.156065977693624,0.16449074825870974,0.6731277944617294,0.01936953138613802,0.07074319754419868,0.036463128221539305,0.10720632585086462,0.06535992534520686,0.5,0.0045951113942117846,2.1517699243866395,0.8610576940149162,0.9071551985412001,1.6487760957899122,0.040925706507539454,0.2613682653232713,0.209517345296631,0.47088561078237595,0.0,0.5,0.009427513071672984,0.75,0.7302369557614312,0.7362155255858405,0.7308242123497901,5e-05
16,0.5660781685867239,0.1464323057681997,0.15720670169690895,0.6512558969289859,0.020775981013539842,0.06282367152249388,0.03146472887241628,0.09428840020839128,0.05494442524998114,0.5,0.0048833705423877325,2.1762788351451126,0.8827148596074351,0.8831812953837564,1.654126222445586,0.0354359038638363,0.2723246484817545,0.21199925898391508,0.48432391158989097,0.0,0.5,0.008367248953529508,0.7484423676012462,0.7242322936394,0.7320197235870287,0.7268957505282484,5e-05
17,0.5420729267059247,0.14308165005290893,0.15398677150148452,0.6011534129747347,0.021055299912608575,0.06768304344391622,0.036068377148105464,0.10375142051961608,0.059366348947252595,0.5,0.004898071886474449,2.1512903925785767,0.8717056921570101,0.9109865387095097,1.6512058182297467,0.04141129293360071,0.2498264461465621,0.19436160867273622,0.44418805378642967,0.0,0.5,0.009875382864309445,0.7461059190031153,0.721389493234069,0.738339699672415,0.7270779079185745,2.5e-05
18,0.4721236716199093,0.11791191144220342,0.1277782364409855,0.5602418959810718,0.020367539204835812,0.048333180529912076,0.023365915117320845,0.07169909539309559,0.042599522869161126,0.5,0.004810886706941006,2.1400398482043426,0.867419511857341,0.8839311897058353,1.6375443146236217,0.039070801678870885,0.2641409875627758,0.19377556642824986,0.4579165548440127,0.0,0.5,0.00923611673320509,0.7601246105919003,0.7394600920113691,0.7395526858228628,0.7392893180649655,2.5e-05
19,0.47136298330452914,0.11622363493293948,0.12547135482701735,0.5651700128506663,0.02012015152656978,0.049351970999814275,0.02059456394817666,0.0699465350619605,0.0420121917081657,0.5,0.004685004994752879,2.173519439043657,0.8821645286920657,0.9015524610180721,1.6565447291852529,0.037824837554745215,0.26003640114690246,0.20778746201984608,0.46782386215563976,0.0,0.5,0.00900127651849295,0.7523364485981309,0.727052016057146,0.7379659179055171,0.7317413835620327,2.5e-05
20,0.4419106414225693,0.10968864586899853,0.11665683010094038,0.5277969886184318,0.0176031771251884,0.041245125112926995,0.026452078404374583,0.06769720368332426,0.03550374007966548,0.5,0.0040826125930204325,2.19683005690946,0.8899754747237744,0.9215086942126632,1.675087819775317,0.03791460781894926,0.26082940075587846,0.20945470328689364,0.4702841009035477,0.0,0.5,0.009076549619645132,0.75,0.731082409129518,0.7379348088009045,0.733235177290561,2.5e-05
21,0.45078374263204757,0.1153722040928904,0.12370246491552579,0.5237173696398995,0.018807338574747173,0.051705330000173834,0.021677050693927512,0.07338238061768029,0.04055315177121966,0.5,0.004401393449232164,2.168998810732476,0.8789291694597848,0.8993601699205945,1.6441227084379701,0.040940967182457634,0.2680029384774624,0.2101453625803053,0.4781482988868577,0.0,0.5,0.009478232523133798,0.75,0.7298656590685725,0.7264265340366969,0.7277088891168806,2.5e-05
22,0.44152793508961063,0.10968543236459327,0.11766592795183956,0.5171074856599492,0.017966308352902888,0.0503256843901697,0.025321918905546487,0.07564760333811715,0.042518453407571606,0.5,0.0042355235810636205,2.2297869146427263,0.9039864277472934,0.930674357763332,1.692367526786721,0.040680648776415355,0.2738897316208591,0.21187044513002734,0.48576017249610587,0.0,0.5,0.009650004429455865,0.7507788161993769,0.7311412043393408,0.7299691419171463,0.7299139106072698,1.25e-05
