image_id,split_group_id,true_label,gate,direct_true_probability,mapped_true_probability,fused_true_probability,hard_oracle_gate,soft_oracle_gate,routing_regret_nll
VTM-000010,DG-de799a8fec64,target_mineral,0.422809332609177,0.000032630108763,0.000103467449662,0.000073516755947,0,0.003109710523859,0.341743469238281
VTM-000021,DG-02d77b36654c,target_mineral,0.518838226795197,0.791924715042114,0.867154359817505,0.82812237739563,0,0.388468742370605,0.046056061983109
VTM-000025,DG-834694a900f8,target_mineral,0.575310468673706,0.988434314727783,0.97372967004776,0.982189416885376,1,0.518726825714111,0.00633801240474
VTM-000028,DG-1d76694ca56a,target_mineral,0.439847588539124,0.998566806316376,0.998180747032166,0.998350560665131,1,0.500483334064484,0.000216579530388
VTM-000068,DG-eb8aface81ea,target_mineral,0.423576533794403,0.555260002613068,0.82420951128006,0.710288763046265,0,0.1218591183424,0.14875316619873
VTM-000084,DG-f28e29d399dc,target_mineral,0.452464759349823,0.99621045589447,0.978725850582123,0.986636996269226,1,0.522119224071503,0.009656350128353
VTM-000086,DG-65665907131c,target_mineral,0.563641548156738,0.99992299079895,0.999777019023895,0.99985933303833,1,0.500182509422302,0.000063664687332
VTM-000094,DG-0d3035211918,target_mineral,0.42434224486351,0.960632622241974,0.990989208221436,0.978107571601868,0,0.461188733577728,0.013083987869322
VTM-000099,DG-0cb77f3a3394,target_mineral,0.416213989257812,0.222262844443321,0.29471543431282,0.264559656381607,0,0.196116134524345,0.107943534851074
VTM-000100,DG-134c1cda5ae8,target_mineral,0.409629374742508,0.443736910820007,0.436954230070114,0.439732640981674,1,0.519244730472565,0.009064972400665
VTM-000106,DG-97b93373f548,target_mineral,0.685127377510071,0.92417448759079,0.63624507188797,0.833513379096985,1,0.866062641143799,0.10325114428997
VTM-000121,DG-947c4a2d49b1,target_mineral,0.409779757261276,0.760202407836914,0.707780718803406,0.729262053966522,1,0.588375091552734,0.04155158996582
VTM-000125,DG-92cd703d8751,target_mineral,0.50963282585144,0.748140513896942,0.65590912103653,0.702913284301758,1,0.658775627613068,0.062357276678085
VTM-000128,DG-73af3e0fd0e5,target_mineral,0.470907032489777,0.896812558174133,0.790991365909576,0.840823292732239,1,0.651990234851837,0.06446535885334
VTM-000140,DG-93845f92f943,target_mineral,0.446208357810974,0.388501912355423,0.247559607028961,0.310449242591858,1,0.904929041862488,0.22427761554718
VTM-000144,DG-7b8d80377985,target_mineral,0.45207354426384,0.342036664485931,0.106284089386463,0.212861597537994,1,0.997111201286316,0.474275708198547
VTM-000148,DG-6b6127386ae0,target_mineral,0.525129973888397,0.380250006914139,0.3919597864151,0.385810613632202,0,0.462159603834152,0.015812635421753
VTM-000151,DG-f6ec95d06e37,target_mineral,0.439077943563461,0.13713102042675,0.115571722388268,0.1250379383564,1,0.701662719249725,0.09231960773468
VTM-000155,DG-41c3f25eedcf,target_mineral,0.472999900579453,0.803450465202332,0.704482018947601,0.751294076442719,1,0.658645451068878,0.067118361592293
VTM-000158,DG-ac0a79840c69,target_mineral,0.409020632505417,0.881885528564453,0.895337760448456,0.889835476875305,0,0.481085568666458,0.006164439022541
