image_id,split_group_id,label,gate,effective_gate,pre_gradient,final_gradient,raw_aux_gradient
VTM-000003,DG-a8286817ee0d,0,0.024222517386078835,0.024223882416755018,0.01661867086355465,0.016620035894230833,0.021043292098863322
VTM-000007,DG-29b5b23f3d2a,0,0.010204059071838856,0.010205902779694355,0.0016439783459755823,0.0016458220538310819,-0.09588527958340137
VTM-000024,DG-6871d8b8ef5b,0,0.8535628318786621,0.8661283853231257,0.13543604600624515,0.1480015994507088,0.7788565546755947
VTM-000027,DG-240bb55c0a40,0,0.5408312082290649,0.540831244315653,-0.019621280046132616,-0.019621243959544565,-0.008970349432305078
VTM-000030,DG-c71973729a4d,0,0.8063685894012451,0.8063685975081375,-0.0053504454878893215,-0.005350437380996942,0.018201293274691954
VTM-000040,DG-779d8b7a0223,0,0.009389218874275684,0.009410780218965463,0.0020700753464196813,0.0020916366911094596,-0.09849861478258531
VTM-000044,DG-125bfe4cac76,0,0.9416393041610718,0.9416393050939177,-0.002657464901808515,-0.0026574639689626034,0.037456475610122233
VTM-000057,DG-888ab0f7b6ed,0,0.19914521276950836,0.19866426111942592,-0.013664237599545548,-0.014145189249627987,-0.06687564656450397
VTM-000062,DG-75d0abfbfa6e,0,0.9446688294410706,0.9446688289351609,-0.0005933395361465976,-0.0005933400420562451,0.009819614344378039
VTM-000065,DG-acfef7df8b77,0,0.1342320442199707,0.13423204238678219,0.01131317965163979,0.011313177818451273,-0.048263042149981686
VTM-000070,DG-4023d32d209a,0,0.9451625943183899,0.9451625982013524,-0.013400440776623945,-0.013400436893661438,0.06975307951492608
VTM-000076,DG-11bb53a3470c,0,0.989264965057373,0.9892649647527006,-0.000125584200851514,-0.00012558450552391243,0.011283348920615985
VTM-000077,DG-9de101d02311,0,0.9441668391227722,0.9441668371528179,0.0001212870220459461,0.00012128505209163531,0.0020549588878105074
VTM-000115,DG-385612ac4784,0,0.15615007281303406,0.15636243138388162,0.0822418661662578,0.08245422473710536,0.13198784953656018
VTM-000122,DG-8466339f6961,0,0.9384616017341614,0.9384616013946423,-0.0003311339061571328,-0.0003311342456762123,0.004957951901916089
VTM-000124,DG-013c262d9b7f,0,0.6506394147872925,0.6409310449137057,-0.05845324249645989,-0.0681616123700467,-0.0701999250002393
VTM-000127,DG-d8a82f1dbe7a,0,0.8224608302116394,0.8224608210322601,-0.000424198096527717,-0.0004242072759069737,0.0018541533205391324
VTM-000132,DG-f60915d6c392,0,0.5435906052589417,0.5371569568527025,-0.044903120015714726,-0.05133676842195389,-0.05969207548310349
VTM-000133,DG-17a6c8d06911,0,0.45938625931739807,0.4345376338700973,-0.27402244689199173,-0.2988710723392925,-0.5281074480359412
VTM-000141,DG-1e3ed1ccc697,0,0.9852349758148193,0.9852349774007781,-0.0012241478386672,-0.0012241462527083913,0.06556097923097418
VTM-000150,DG-4e5e3ca16ae7,0,0.1335160732269287,0.1335131486174209,-0.024672045421251815,-0.024674970030759635,-0.22487299075429001
VTM-000154,DG-6015dbb94432,0,0.801718533039093,0.8017185358427626,-0.006857871550154937,-0.006857868746485307,0.021566296242320735
VTM-000166,DG-3e8267c7703c,0,0.4547479450702667,0.45417018799011827,-0.021956705476306515,-0.02253446255645497,-0.02687186053989504
VTM-000170,DG-9cf4fe773417,0,0.4347335398197174,0.41163587846599364,-0.21258343052515116,-0.23568109187887493,-0.5194660936679273
VTM-000173,DG-806b81112d54,0,0.08822367340326309,0.09395453296601729,0.054281943442079324,0.06001280300483352,0.0791507304538678
VTM-000175,DG-f6f4556329e3,0,0.40150490403175354,0.401532660330431,0.21312302121840515,0.2131507775170826,0.38536687603580466
VTM-000177,DG-c9e3050e4af9,0,0.021572977304458618,0.021655385203676013,0.007324483798852253,0.007406891698069648,-0.05948381361024631
VTM-000185,DG-6e42f7e006c3,0,0.3218688368797302,0.30943600782071273,-0.1531065312227427,-0.1655393602817602,-0.5497582665435621
VTM-000190,DG-e094a347caf5,0,0.09281975775957108,0.09368171650874206,0.048293482015927716,0.0491554407650987,0.06752377329728462
VTM-000194,DG-8bdd0aa724aa,0,0.9864392280578613,0.9864392275385107,-7.78483394384688e-05,-7.784885878914238e-05,0.005592472372241963
VTM-000220,DG-80628db27bc9,0,0.857992947101593,0.8579929511086195,-0.01878442881593345,-0.018784424808906963,0.05188407208111499
VTM-000222,DG-3f4b8fcce897,0,0.1717732548713684,0.1767221198202376,0.024976066270651298,0.0299249312195205,-0.03940098578149756
VTM-000230,DG-9b150b75a6ed,0,0.508078396320343,0.5080784169204757,0.004292428681689109,0.00429244928182182,0.0010138114787582888
VTM-000237,DG-24e6c9303bf0,0,0.040268030017614365,0.040097802584906965,-0.014544255912838255,-0.014714483345545655,-0.45258958390358855
VTM-000240,DG-86fa5301b539,0,0.2227509617805481,0.22245264321419228,-0.010560565285770762,-0.010858883852126577,-0.0420019569146367
VTM-000256,DG-eebff8403a32,0,0.023434754461050034,0.023432554835012977,-0.0006341327485343447,-0.0006363323745714015,-0.027906814994134835
VTM-000262,DG-5759f04b80ee,0,0.49846217036247253,0.4984621418919195,-0.012761683878918073,-0.0127617123494711,-0.006615247782946338
VTM-000284,DG-d26f6a5196a8,0,0.059104278683662415,0.05910427863030276,0.012224208431410644,0.012224208378050987,-0.07633733346830442
VTM-000289,DG-6c4aa53771d6,0,0.9970406889915466,0.9970406890216664,-1.2292773109101596e-05,-1.2292742989306049e-05,0.004106533217570915
VTM-000291,DG-03529247f507,0,0.6744900345802307,0.6723287399017391,-0.027834235666108098,-0.029995530344599675,0.004488918722324883
VTM-000297,DG-318447e3b4ff,0,0.96555495262146,0.9655549558656727,-0.008215203836624552,-0.008215200592411764,0.08283717300886248
VTM-000302,DG-bccce2c64408,0,0.9194678664207458,0.9194678674637866,-0.008145832947363707,-0.008145831904322942,0.06331027445331938
VTM-000311,DG-d5c603c4f7e2,0,0.1523573249578476,0.15124801622752057,-0.008907626156805487,-0.010016934887132511,-0.05774765560914805
VTM-000312,DG-46a85aae7b8f,0,0.9961643218994141,0.9961643220985469,3.284398795611043e-05,3.2844187088931776e-05,0.008675894128759866
VTM-000313,DG-b50bfb4d898c,0,0.17875158786773682,0.1787515884146074,-0.02559735159328197,-0.025597351046411393,-0.16515946156097153
VTM-000320,DG-908ffc3908d3,0,0.07833198457956314,0.07892180436261688,0.020587621364694435,0.021177441147748173,-0.048707742706767365
VTM-000325,DG-fb8f73db43c9,0,0.992306649684906,0.9923066494435763,-5.1764928996389514e-05,-5.176517032612349e-05,0.006582638093373031
VTM-000327,DG-57ce53a661a4,0,0.4704228341579437,0.4565309667688615,-0.1155095159672005,-0.1294013833562827,-0.3222687438113455
VTM-000330,DG-59fe9f773465,0,0.2323119044303894,0.23231190891495287,-0.39099983191295684,-0.39099982742839334,-0.7657685662878142
VTM-000336,DG-887d37830d85,0,0.34299367666244507,0.34299368201255703,-0.047851719051153485,-0.04785171370104152,-0.15392830839567825
VTM-000339,DG-a072dc0dc8aa,0,0.7830494046211243,0.7830494058003271,-0.0018264525167108747,-0.0018264513375080282,0.005813322511654708
VTM-000354,DG-8a6638e2eadd,0,0.993956446647644,0.9939564465865046,-9.483859487735558e-06,-9.483920627162412e-06,0.0015546819641175924
VTM-000355,DG-b09e035ffa21,0,0.9845877885818481,0.9845877881002385,-0.000136557914289126,-0.00013655839589876706,0.008554800472631342
VTM-000380,DG-b7624645ce8d,0,0.04810548201203346,0.04776335481545573,-0.031744646464080706,-0.03208677366065844,-0.7056920636149973
VTM-000394,DG-0e73cf2abcb8,0,0.8278213143348694,0.8278213269455847,-0.0006776417168784521,-0.0006776291061630912,0.0030652013396567767
VTM-000396,DG-a85c97fb4d15,0,0.545013427734375,0.5450134138777596,-0.03578128704787964,-0.03578130090449505,-0.03657963231058782
VTM-000397,DG-45b3090bd9c7,0,0.0967826098203659,0.09654422819937271,-0.02013596908968239,-0.020374350710675587,-0.25790266334752243
VTM-000406,DG-161f4b75dff9,0,0.9967038035392761,0.9967038036463299,-4.662041966918551e-06,-4.66193491310829e-06,0.001405642165861188
VTM-000409,DG-1112e0222d1f,0,0.7421405911445618,0.7408528214904178,-0.028318909257983527,-0.029606678912127538,0.01755155427906348
VTM-000410,DG-1542ac8dffd0,0,0.9990732669830322,0.9990732671544507,-6.441464073247971e-08,-6.424322229747759e-08,6.94330604220523e-05
VTM-000413,DG-344ca87dbd83,0,0.9966233968734741,0.9966233970562521,-1.376591754587153e-06,-1.3764089765722076e-06,0.0004059680966149296
VTM-000428,DG-9283511cf99b,0,0.8978449702262878,0.8978449644350565,-0.012575539213216747,-0.01257554500444813,0.06326506411749033
VTM-000432,DG-8493a6d0bc14,0,0.980315625667572,0.9803156262163387,-0.0005113066131435806,-0.0005113060643768819,0.023962070332529187
VTM-000434,DG-5dbb815121e1,0,0.9992988109588623,0.9992988109955252,-1.2847371244628647e-07,-1.2843704955134427e-07,0.00018302677948723518
VTM-000443,DG-7e65e1545dee,0,0.9328876733779907,0.9328876727365975,-0.004140577230456466,-0.004140577871849738,0.04718988822416204
VTM-000451,DG-815bf6ed9ac5,0,0.8613743782043457,0.8532333236473006,-0.07400187140461822,-0.08214292596166328,-0.11609160553021193
VTM-000470,DG-9fad2588bc8c,0,0.9839699864387512,0.9839699872965838,-1.7830471070290344e-05,-1.7829613237707598e-05,0.0010915959481351545
VTM-000479,DG-4fcf83e0fea5,0,0.7423267960548401,0.7423267916013084,-0.031895284079258235,-0.03189528853278989,0.012515657981288647
VTM-000483,DG-266c22374422,0,0.9818481206893921,0.9818481214723693,-3.9467529177161786e-05,-3.9466746199923186e-05,0.002124077748968242
VTM-000489,DG-2da692dd4ef8,0,0.9840026497840881,0.9840026488037342,-6.24710403709372e-05,-6.247202072484637e-05,0.0038093935707432715
VTM-000497,DG-1c76dff44581,0,0.9851922988891602,0.985192298236051,-0.00011921118301172484,-0.00011921183612084718,0.007792278968487908
VTM-000499,DG-4b652882b7af,0,0.5109913945198059,0.510991396730628,-0.08590378197373505,-0.08590377976291297,-0.2049030960986641
VTM-000513,DG-904982dbf60d,0,0.9808117151260376,0.9808117141491489,-0.00530283233741391,-0.005302833314302591,0.08231330115429537
VTM-000523,DG-2ded5b976217,0,0.8176449537277222,0.8176449477566663,-0.04491528665113409,-0.04491529262218996,-0.014913476720171598
VTM-000527,DG-5a5853e5c201,0,0.9160899519920349,0.9160899549272237,-0.004366011749812104,-0.0043660088146233456,0.039838434245989554
VTM-000532,DG-f525c0c15b6e,0,0.041034504771232605,0.041026758063716445,-0.004743159920521101,-0.00475090662803726,-0.13444481928865645
VTM-000540,DG-806d908bbf5c,0,0.6872806549072266,0.687280639782229,-0.044775845463052466,-0.044775860588050054,-0.024898075512701054
