image_id,split_group_id,label,gate,effective_gate,pre_gradient,final_gradient,raw_aux_gradient
VTM-000003,DG-a8286817ee0d,0,0.523629367351532,0.5236437728666689,0.2702989838486175,0.2703133893637544,0.5114659395066521
VTM-000007,DG-29b5b23f3d2a,0,0.43017813563346863,0.43022287889330285,0.04282689819619173,0.042871641456025955,0.04712073572232966
VTM-000024,DG-6871d8b8ef5b,0,0.5460829734802246,0.5717967697870422,0.20146400703580808,0.22717780334262566,0.49303035850964905
VTM-000027,DG-240bb55c0a40,0,0.4548538625240326,0.45485389855671116,-0.01972597102499324,-0.019725934992314675,-0.022494722811053688
VTM-000030,DG-c71973729a4d,0,0.3918791711330414,0.39187918350638484,-0.00828390862255618,-0.008283896249212719,-0.010464045153146136
VTM-000040,DG-779d8b7a0223,0,0.4345034062862396,0.4350724409577938,0.06040090483547694,0.06096993950703111,0.0987262910885294
VTM-000044,DG-125bfe4cac76,0,0.5485753417015076,0.5485753459051567,-0.012207265365841269,-0.012207261162192173,-0.0012700380115593748
VTM-000057,DG-888ab0f7b6ed,0,0.45608246326446533,0.45533379255784306,-0.020796084163757056,-0.021544754870379323,-0.024325534477495858
VTM-000062,DG-75d0abfbfa6e,0,0.388051837682724,0.38805183538431237,-0.002712757643485164,-0.002712759941896792,-0.0028793226341407613
VTM-000065,DG-acfef7df8b77,0,0.3987364172935486,0.39873641351173406,0.023955591589836345,0.023955587808021817,0.00446604382891354
VTM-000070,DG-4023d32d209a,0,0.4773803651332855,0.4773803838241787,-0.07337847949218923,-0.07337846080129606,-0.17763618104232234
VTM-000076,DG-11bb53a3470c,0,0.512903094291687,0.5129030871241885,-0.002971139160831693,-0.0029711463283301764,-4.6631152552238726e-05
VTM-000077,DG-9de101d02311,0,0.478580117225647,0.47858010790046246,0.00057352274118877,0.0005735134160042565,-8.525657932178182e-05
VTM-000115,DG-385612ac4784,0,0.4982134997844696,0.4986161774106574,0.19838998343330633,0.1987926610594941,0.4511736076508675
VTM-000122,DG-8466339f6961,0,0.41005629301071167,0.41005629158852847,-0.0013912744690781076,-0.0013912758912613121,-0.0011165881032205256
VTM-000124,DG-013c262d9b7f,0,0.407543808221817,0.3973373117167673,-0.06623075309999321,-0.07643724960504295,-0.18972281751139683
VTM-000127,DG-d8a82f1dbe7a,0,0.514880895614624,0.5148808799124764,-0.0007262776815584182,-0.0007262933837060004,6.540293435859513e-05
VTM-000132,DG-f60915d6c392,0,0.562740683555603,0.5563566683533749,-0.044380761675637426,-0.050764776877865514,-0.05298235960296028
VTM-000133,DG-17a6c8d06911,0,0.5517838597297668,0.5268075991293936,-0.24763735748396243,-0.2726136180843357,-0.43737678264732754
VTM-000141,DG-1e3ed1ccc697,0,0.49794909358024597,0.49794912083552395,-0.021936964901316358,-0.02193693764603838,-0.019128077257928366
VTM-000150,DG-4e5e3ca16ae7,0,0.39636752009391785,0.3963614715982934,-0.048316430134966504,-0.04832247863059097,-0.12570085347718005
VTM-000154,DG-6015dbb94432,0,0.39948126673698425,0.399481270968011,-0.010531994473563289,-0.010531990242536537,-0.01351309836354604
VTM-000166,DG-3e8267c7703c,0,0.5165801048278809,0.5159981329597307,-0.021993273706106375,-0.022575245574256497,-0.01606969983943651
VTM-000170,DG-9cf4fe773417,0,0.40449464321136475,0.3819180981115984,-0.21397517014568213,-0.2365517152454485,-0.5478963192160151
VTM-000173,DG-806b81112d54,0,0.3978477418422699,0.41454686511155203,0.20435930973398903,0.22105843300327116,0.378194075587396
VTM-000175,DG-f6f4556329e3,0,0.4869253635406494,0.4869542203798907,0.23973815924710476,0.23976701608634607,0.46837386809083803
VTM-000177,DG-c9e3050e4af9,0,0.4719541668891907,0.4729254342220138,0.10249777532216708,0.10346904265499018,0.2504610993947007
VTM-000185,DG-6e42f7e006c3,0,0.4476148784160614,0.4334293442618457,-0.15938104670613673,-0.17356658086035243,-0.44172555883216497
VTM-000190,DG-e094a347caf5,0,0.43509647250175476,0.4376036976155165,0.17539742388268081,0.17790464899644254,0.3815573894259696
VTM-000194,DG-8bdd0aa724aa,0,0.557080864906311,0.5570808553266827,-0.0014395402794780132,-0.001439549859106326,0.000581093673841653
VTM-000220,DG-80628db27bc9,0,0.44120103120803833,0.44120103931616816,-0.04062001779014557,-0.040620009682015734,-0.07977920578976277
VTM-000222,DG-3f4b8fcce897,0,0.457981139421463,0.46653102632075716,0.04588492946457201,0.054434816363866156,0.06283113472869202
VTM-000230,DG-9b150b75a6ed,0,0.3940774202346802,0.3940774399154502,0.004092848681728212,0.004092868362498225,-0.002899953490673301
VTM-000237,DG-24e6c9303bf0,0,0.44044029712677,0.439352823166897,-0.08061017316699626,-0.08169764712686928,-0.2245640270275589
VTM-000240,DG-86fa5301b539,0,0.5253592729568481,0.5249293917984781,-0.014934325003838067,-0.015364206162208127,-0.005861990441556557
VTM-000256,DG-eebff8403a32,0,0.3404137194156647,0.340392138042217,-0.0061673610110397625,-0.006188942384487417,-0.010585700489795648
VTM-000262,DG-5759f04b80ee,0,0.4041441082954407,0.40414408087101833,-0.012352236793624294,-0.012352264218046638,-0.016212601329924563
VTM-000284,DG-d26f6a5196a8,0,0.3105066418647766,0.31050664165935143,0.04981385003310651,0.049813849827681334,0.037701692406943425
VTM-000289,DG-6c4aa53771d6,0,0.44764941930770874,0.4476494218317745,-0.0010325103491425347,-0.0010325078250768005,-0.00048068004577563907
VTM-000291,DG-03529247f507,0,0.511454701423645,0.5089989199544025,-0.03234610721884279,-0.034801888688085314,-0.03691736676170725
VTM-000297,DG-318447e3b4ff,0,0.4101838171482086,0.41018384074759806,-0.06926130785904605,-0.06926128425965661,-0.20005250167053001
VTM-000302,DG-bccce2c64408,0,0.4404534101486206,0.44045341362023704,-0.028620461766211802,-0.028620458294595363,-0.04537820505092904
VTM-000311,DG-d5c603c4f7e2,0,0.4002368748188019,0.39817054889158104,-0.016278718181269747,-0.018345044108490582,-0.024542018029305605
VTM-000312,DG-46a85aae7b8f,0,0.4868324398994446,0.4868324529193744,0.0021380813568682155,0.0021380943767980165,-4.2280339071599304e-05
VTM-000313,DG-b50bfb4d898c,0,0.44000115990638733,0.44000116082429935,-0.04109273794675988,-0.04109273702884786,-0.08171284476908475
VTM-000320,DG-908ffc3908d3,0,0.39376744627952576,0.3957126585911841,0.07480084777467078,0.07674606008632912,0.13247390466323564
VTM-000325,DG-fb8f73db43c9,0,0.3152465522289276,0.31524654540500546,-0.0014704734771563421,-0.0014704803010784917,-0.0026294584360442436
VTM-000327,DG-57ce53a661a4,0,0.407985657453537,0.394563860362535,-0.11532819521880278,-0.12874999230980477,-0.36792113982131636
VTM-000330,DG-59fe9f773465,0,0.41887831687927246,0.4188783230002229,-0.37875242914271046,-0.37875242302176004,-0.5796190536754672
VTM-000336,DG-887d37830d85,0,0.3341726064682007,0.3341726117507032,-0.047335681071728586,-0.047335675789226095,-0.15737333511432522
VTM-000339,DG-a072dc0dc8aa,0,0.40018531680107117,0.4001853184672314,-0.0025913613568227523,-0.0025913596906625425,-0.002443130363667613
VTM-000354,DG-8a6638e2eadd,0,0.517081618309021,0.5170816157674946,-0.000394534811961611,-0.00039453735348804475,4.773747708926819e-05
VTM-000355,DG-b09e035ffa21,0,0.504456639289856,0.5044566313560545,-0.002259349991750481,-0.0022593579255519858,-0.00012362689953127818
VTM-000380,DG-b7624645ce8d,0,0.3732341527938843,0.37148210009318616,-0.1323421075485205,-0.1340941602492186,-0.4476381803306596
VTM-000394,DG-0e73cf2abcb8,0,0.46879351139068604,0.4687935334234361,-0.0011859627338138279,-0.001185940701063759,-0.00035386327808487213
VTM-000396,DG-a85c97fb4d15,0,0.44870901107788086,0.44870899725504776,-0.036197054623537395,-0.036197068446370495,-0.06383802860241847
VTM-000397,DG-45b3090bd9c7,0,0.5043817758560181,0.5036993227776753,-0.05264003710973042,-0.053322490188073224,-0.0950466538664058
VTM-000406,DG-161f4b75dff9,0,0.4150223731994629,0.41502238111050155,-0.0003447992951809975,-0.00034479138414234,-0.00024638541501661017
VTM-000409,DG-1112e0222d1f,0,0.37009745836257935,0.3685326089637777,-0.03650820758764162,-0.038073056986443254,-0.09339986989243225
VTM-000410,DG-1542ac8dffd0,0,0.4446731507778168,0.44467319649663384,-1.718062444860946e-05,-1.7134905631543962e-05,-7.710734542704614e-06
VTM-000413,DG-344ca87dbd83,0,0.43381860852241516,0.43381862186304876,-0.00010049809566498036,-0.00010048475503138254,-5.457469853535264e-05
VTM-000428,DG-9283511cf99b,0,0.4327436685562134,0.4327436530566355,-0.035949495465363135,-0.035949510964941034,-0.06819104831528286
VTM-000432,DG-8493a6d0bc14,0,0.358677476644516,0.3586774831860689,-0.006197085550387504,-0.006197079008834594,-0.009375458008857807
VTM-000434,DG-5dbb815121e1,0,0.37348970770835876,0.37348971995178265,-4.290821683389234e-05,-4.2895973410006505e-05,-4.6479935643390714e-05
VTM-000443,DG-7e65e1545dee,0,0.4521527886390686,0.452152786101385,-0.016920212045988814,-0.016920214583672433,-0.01789390438814191
VTM-000451,DG-815bf6ed9ac5,0,0.5253252387046814,0.5087052134865938,-0.19518667377719923,-0.2118066989952868,-0.4300635205907618
VTM-000470,DG-9fad2588bc8c,0,0.3702475428581238,0.3702475555389888,-0.000263760974699101,-0.0002637482938340763,-0.0002967127651967892
VTM-000479,DG-4fcf83e0fea5,0,0.5016012787818909,0.5016012729611844,-0.043430019652121676,-0.04343002547282815,-0.06812079640244413
VTM-000483,DG-266c22374422,0,0.4244394600391388,0.4244394707713703,-0.0005416480812874269,-0.0005416373490559345,-0.000347297716467486
VTM-000489,DG-2da692dd4ef8,0,0.4454650282859802,0.44546501290156076,-0.0009824402613499705,-0.0009824556457694311,-0.0004732001311815898
VTM-000497,DG-1c76dff44581,0,0.4569580852985382,0.4569580741892359,-0.002036557943250139,-0.0020365690525524505,-0.0008744188046733583
VTM-000499,DG-4b652882b7af,0,0.38239777088165283,0.3823977729711795,-0.08494602226732612,-0.08494602017779945,-0.28238745489863576
VTM-000513,DG-904982dbf60d,0,0.5594648122787476,0.559464799485623,-0.07879992983320971,-0.07879994262633427,-0.16073267264698668
VTM-000523,DG-2ded5b976217,0,0.4928966462612152,0.49289663625151847,-0.08345918254886053,-0.08345919255855727,-0.20541655191186992
VTM-000527,DG-5a5853e5c201,0,0.48263946175575256,0.48263947129030016,-0.014540344463791932,-0.014540334929244336,-0.010379315575004877
VTM-000532,DG-f525c0c15b6e,0,0.534900963306427,0.534851982489113,-0.028302301733968638,-0.02835128255128261,-0.0234344644199435
VTM-000540,DG-806d908bbf5c,0,0.5315001606941223,0.5315001431706855,-0.05361621403609229,-0.053616231559529104,-0.08872643305048371
VTM-000545,DG-3208c252cb37,0,0.4849678874015808,0.4849678825097414,-0.0001518487478966435,-0.00015185363973607702,-1.920117773631683e-05
VTM-000562,DG-48e5a8f5c2f6,0,0.5290330052375793,0.5290330227062631,-0.0077668401031243395,-0.007766822634440618,-0.0006165315038121061
VTM-000565,DG-546c83fde0b6,0,0.45101356506347656,0.451013582096938,-2.2782296142553893e-05,-2.2765262681134768e-05,-9.035841932992334e-06
VTM-000567,DG-32fc63b01bd0,0,0.40552306175231934,0.40552306768706226,-1.2617244990908993e-05,-1.2611310247989671e-05,-9.896195193144003e-06
VTM-000570,DG-c1322d99903a,0,0.39698997139930725,0.3969899569808208,-0.022037720280491557,-0.022037734698978018,-0.03883607466566276
VTM-000575,DG-96e15324910d,0,0.4557720124721527,0.4557720095276921,-0.0005434259827246102,-0.00054342892718523,-0.0002057704956189788
VTM-000595,DG-ecce0a315147,0,0.47896629571914673,0.47542617935125164,-0.06781928931568415,-0.07135940568357924,-0.1570233487495825
VTM-000597,DG-a3abff9b7b80,0,0.38379594683647156,0.38379592704108545,-0.0002954763384939163,-0.0002954961338800244,-0.0002942267599976345
VTM-000598,DG-d56ab65242c9,0,0.3492428660392761,0.34924287253052355,-0.00014935922590547657,-0.0001493527346580481,-0.00019920947786726371
VTM-000600,DG-371b95e7dc12,0,0.38864266872406006,0.388642671610448,1.903507060985188e-05,1.9037956997813854e-05,-1.7826694943990498e-05
VTM-000613,DG-d069bed33411,0,0.35166603326797485,0.35166602336767866,-0.012340681434614698,-0.012340691334910892,-0.02301351073956247
VTM-000617,DG-e46c42de6d6e,0,0.4786917567253113,0.47869176451097195,-0.02806132581139087,-0.028061318025730198,-0.03492491828855427
VTM-000619,DG-a8a3957cd3e3,0,0.40733277797698975,0.4031070883613992,-0.04497526569162047,-0.049200955307211025,-0.10807644407189274
VTM-000621,DG-0d5b127a6289,0,0.5262594223022461,0.5119423036182362,-0.1707552519143274,-0.18507237059833725,-0.40193883954314197
VTM-000623,DG-01cab0b1d670,0,0.5282375812530518,0.5282375659352412,-0.09430671731474205,-0.09430673263255263,-0.22457777300742562
VTM-000638,DG-17785cbab4e5,0,0.46864864230155945,0.46864862885047537,-0.037930194451293975,-0.037930207902378055,-0.06266135393670719
VTM-000677,DG-aa4a91c5eaa1,0,0.33943015336990356,0.33943015392478204,-8.531604027373074e-05,-8.531548539525424e-05,-0.00012255001463118228
VTM-000678,DG-1d413f88ced5,0,0.36437365412712097,0.364373659944831,7.401908586718298e-05,7.402490357721891e-05,-8.643836087029468e-05
VTM-000685,DG-3f9bd1b12ab1,0,0.5267037749290466,0.5267037997128227,-0.04200631454559878,-0.042006289761822746,-0.05672292983818507
VTM-000687,DG-700ceb5216f5,0,0.39990708231925964,0.39990709341765435,-0.00019877374077714727,-0.000198762642382444,-0.00016751251920304422
VTM-000701,DG-0cbfce6eeda2,0,0.4884414076805115,0.48844139277913284,-9.956530766652705e-05,-9.958020904515807e-05,-9.608507180392624e-06
VTM-000704,DG-571cd63bf237,0,0.5212110877037048,0.5212110931072751,-0.01256849048369646,-0.012568485080126202,-0.004170828654367051
