image_id,split_group_id,label,gate,effective_gate,pre_gradient,final_gradient,raw_aux_gradient
VTM-000003,DG-a8286817ee0d,0,0.5,0.5000144377799595,0.2641406533597922,0.26415509113975166,0.4882616584802482
VTM-000007,DG-29b5b23f3d2a,0,0.5,0.500045632541079,0.04421805966069858,0.044263692201777616,0.0708958855744887
VTM-000024,DG-6871d8b8ef5b,0,0.5,0.5260586680435588,0.19585440772502793,0.22191307576858676,0.4501926874944614
VTM-000027,DG-240bb55c0a40,0,0.5,0.5000000363288564,-0.01981694047855631,-0.019816904149699943,-0.01539316350113932
VTM-000030,DG-c71973729a4d,0,0.5,0.5000000129803085,-0.008657730393628604,-0.00865771741332011,-0.0029866042005661187
VTM-000040,DG-779d8b7a0223,0,0.5,0.5005788815249177,0.06246108563426245,0.06303996715918014,0.12911238478423817
VTM-000044,DG-125bfe4cac76,0,0.5,0.5000000042437023,-0.012353157935356962,-0.012353153691654684,-0.00605590955345834
VTM-000057,DG-888ab0f7b6ed,0,0.5,0.49924540837569076,-0.020880897126168585,-0.021635488750477827,-0.017052567606859196
VTM-000062,DG-75d0abfbfa6e,0,0.5,0.49999999758028935,-0.0028522761952151088,-0.002852278614925763,-0.0003252815624925679
VTM-000065,DG-acfef7df8b77,0,0.5,0.49999999605643114,0.025235553203595995,0.025235549260027135,0.02465299233571245
VTM-000070,DG-4023d32d209a,0,0.5,0.5000000187292242,-0.0730430231175645,-0.07304300438834033,-0.16567366003441733
VTM-000076,DG-11bb53a3470c,0,0.5,0.49999999282772506,-0.002973575431772457,-0.002973582604047398,-0.0003535234757603102
VTM-000077,DG-9de101d02311,0,0.5,0.49999999065767,0.0005746055190211652,0.0005745961766911445,1.3206633355404938e-05
VTM-000115,DG-385612ac4784,0,0.5,0.5004026816082245,0.19867417916282143,0.19907686077104597,0.45284062429369926
VTM-000122,DG-8466339f6961,0,0.5,0.4999999985302566,-0.0014370575952863396,-0.0014370590650297221,-8.259651135582622e-05
VTM-000124,DG-013c262d9b7f,0,0.5,0.4893906979514413,-0.06687940418564542,-0.07748870623420412,-0.14426485293514954
VTM-000127,DG-d8a82f1dbe7a,0,0.5,0.4999999842839317,-0.0007269530171797323,-0.0007269687332480124,-2.11378466980287e-05
VTM-000132,DG-f60915d6c392,0,0.5,0.49352439761022726,-0.04560683253809472,-0.05208243492786746,-0.07496515018285373
VTM-000133,DG-17a6c8d06911,0,0.5,0.4748842767156312,-0.2640115506070191,-0.28912727389138787,-0.48822641541596634
VTM-000141,DG-1e3ed1ccc697,0,0.5,0.5000000272557366,-0.021933386737295835,-0.021933359481559278,-0.018771634898384713
VTM-000150,DG-4e5e3ca16ae7,0,0.5,0.49999367998865646,-0.049450334092317805,-0.049456654103661346,-0.08660099442708309
VTM-000154,DG-6015dbb94432,0,0.5,0.5000000044092304,-0.010927361854617956,-0.010927357445387531,-0.00474678901127728
VTM-000166,DG-3e8267c7703c,0,0.5,0.4994174100021808,-0.022049681258883957,-0.02263227125670314,-0.018966266245709622
VTM-000170,DG-9cf4fe773417,0,0.5,0.4763569198907419,-0.2047103860264302,-0.2283534661356883,-0.4581033988684687
