image_id,split_group_id,true_label,gate,direct_true_probability,mapped_true_probability,fused_true_probability,hard_oracle_gate,soft_oracle_gate,routing_regret_nll
VTM-000010,DG-de799a8fec64,target_mineral,0.516216397285461,0.012145297601819,0.019869230687618,0.015882009640336,0,0.078626841306686,0.223985195159912
VTM-000021,DG-02d77b36654c,target_mineral,0.485175281763077,0.946247279644012,0.928082704544067,0.936895728111267,1,0.524209916591644,0.009931933134794
VTM-000025,DG-834694a900f8,target_mineral,0.439917594194412,0.999964475631714,0.999883592128754,0.999919176101685,1,0.500101089477539,0.000045302167564
VTM-000028,DG-1d76694ca56a,target_mineral,0.533252954483032,0.998493432998657,0.996449947357178,0.997539639472961,1,0.502560794353485,0.000955689232796
VTM-000068,DG-eb8aface81ea,target_mineral,0.49152272939682,0.051155220717192,0.111252084374428,0.081713110208511,0,0.020140612497926,0.308584213256836
VTM-000084,DG-f28e29d399dc,target_mineral,0.492314964532852,0.999782383441925,0.999970495700836,0.9998779296875,0,0.499764800071716,0.000092573027359
VTM-000086,DG-65665907131c,target_mineral,0.538386464118958,0.999999165534973,0.999991059303284,0.999995410442352,1,0.500010132789612,0.000003755102625
VTM-000094,DG-0d3035211918,target_mineral,0.407860785722733,0.999873638153076,0.999997794628143,0.999947190284729,0,0.499844789505005,0.000050605733122
VTM-000099,DG-0cb77f3a3394,target_mineral,0.48324379324913,0.217033252120018,0.083002664148808,0.147772118449211,1,0.99188494682312,0.384379267692566
VTM-000100,DG-134c1cda5ae8,target_mineral,0.420080423355103,0.686529099941254,0.896464943885803,0.808274984359741,0,0.208489745855331,0.103556863963604
VTM-000106,DG-97b93373f548,target_mineral,0.559489369392395,0.999998450279236,0.999996185302734,0.999997437000275,1,0.500002801418304,0.000001013280894
VTM-000121,DG-947c4a2d49b1,target_mineral,0.485286593437195,0.547931492328644,0.964317381381989,0.762250900268555,0,0.055916715413332,0.235144704580307
VTM-000125,DG-92cd703d8751,target_mineral,0.423658609390259,0.998160421848297,0.981084704399109,0.988318920135498,1,0.521555662155151,0.00990856718272
VTM-000128,DG-73af3e0fd0e5,target_mineral,0.493397831916809,0.949929475784302,0.92225182056427,0.935907900333405,1,0.536894619464874,0.014870669692755
VTM-000140,DG-93845f92f943,target_mineral,0.458947688341141,0.082691326737404,0.175011277198792,0.13264125585556,0,0.0230070669204,0.277202129364014
VTM-000144,DG-7b8d80377985,target_mineral,0.50791198015213,0.99318128824234,0.986564993858337,0.989925503730774,1,0.508354187011719,0.003283522091806
VTM-000148,DG-6b6127386ae0,target_mineral,0.520429670810699,0.998518764972687,0.995416104793549,0.997030854225159,1,0.503890037536621,0.001491229166277
VTM-000151,DG-f6ec95d06e37,target_mineral,0.458901792764664,0.12146382778883,0.119223147630692,0.120251402258873,1,0.523257613182068,0.010031938552856
VTM-000155,DG-41c3f25eedcf,target_mineral,0.486376702785492,0.062266130000353,0.057176984846592,0.059652227908373,1,0.604997098445892,0.042886257171631
VTM-000158,DG-ac0a79840c69,target_mineral,0.458869904279709,0.058347541838884,0.259983092546463,0.167458593845367,0,0.000569035881199,0.43988049030304
VTM-000168,DG-9549f16ca6f8,target_mineral,0.470106989145279,0.001616980065592,0.001758128171787,0.001691773533821,0,0.396888077259064,0.038472652435303
VTM-000174,DG-3c8051956848,target_mineral,0.470407456159592,0.998364627361298,0.99957263469696,0.999004364013672,0,0.498488426208496,0.000568675226532
VTM-000178,DG-7a19944a6977,target_mineral,0.447146892547607,0.06250274181366,0.19216226041317,0.134185403585434,0,0.003627242287621,0.35911762714386
VTM-000181,DG-bcfe127ab507,target_mineral,0.466907113790512,0.998799204826355,0.996748924255371,0.997706174850464,1,0.502568542957306,0.001094943378121
VTM-000186,DG-8de210fffeaa,target_mineral,0.490961402654648,0.000312243966619,0.000503658608068,0.0004096814082,0,0.083894565701485,0.20651912689209
VTM-000191,DG-2100b8d4655a,target_mineral,0.427401125431061,0.963025629520416,0.996171534061432,0.982004880905151,0,0.457801342010498,0.014323187060654
VTM-000195,DG-92c6b940c46e,target_mineral,0.486018091440201,0.994558453559875,0.95871889591217,0.976137638092041,1,0.545747876167297,0.018695272505283
VTM-000198,DG-7401df8c67d6,target_mineral,0.474913388490677,0.884180545806885,0.904141128063202,0.894661605358124,0,0.472123742103577,0.010539911687374
VTM-000227,DG-4630e0da03c1,target_mineral,0.471047073602676,0.990062355995178,0.973129630088806,0.981105804443359,1,0.521549940109253,0.00908761844039
VTM-000235,DG-7b45371666b6,target_mineral,0.497063100337982,0.041382655501366,0.038101874291897,0.039732627570629,1,0.601805150508881,0.04068922996521
VTM-000245,DG-1fb802e22fc8,target_mineral,0.453995227813721,0.041887003928423,0.005920417141169,0.022249076515436,1,0.999943614006042,0.632675170898438
VTM-000250,DG-cff71e195439,target_mineral,0.480828672647476,0.924285769462585,0.746295750141144,0.831878483295441,1,0.744501233100891,0.105334922671318
VTM-000253,DG-d78ae7856456,target_mineral,0.460036128759384,0.9984530210495,0.961596369743347,0.978551745414734,1,0.546877324581146,0.020133433863521
VTM-000255,DG-87ae78ae448b,target_mineral,0.485510021448135,0.998507559299469,0.999685347080231,0.9991135597229,0,0.498526394367218,0.00057213101536
VTM-000257,DG-5049063dc2ef,target_mineral,0.532077372074127,0.126399531960487,0.053242027759552,0.092167474329472,1,0.986913502216339,0.315840721130371
VTM-000264,DG-da94223b5a67,target_mineral,0.454216092824936,0.723947703838348,0.783657193183899,0.75653612613678,0,0.402210623025894,0.035221382975578
VTM-000269,DG-22f5c2a57f9b,target_mineral,0.48663654923439,0.765566766262054,0.645645201206207,0.7040034532547,1,0.700951218605042,0.083833187818527
VTM-000271,DG-2ad0853858a5,target_mineral,0.407168596982956,0.999922156333923,0.999973714351654,0.999952673912048,0,0.499935507774353,0.000021041214495
VTM-000274,DG-4ef8af2130d1,target_mineral,0.501698017120361,0.987869679927826,0.990713536739349,0.989286780357361,0,0.496406763792038,0.001441167667508
VTM-000275,DG-01acb20ce6af,target_mineral,0.550612390041351,0.984836280345917,0.973756611347198,0.979857206344604,1,0.514138758182526,0.005068561062217
VTM-000277,DG-8596bd375713,target_mineral,0.492089927196503,0.031826686114073,0.025675754994154,0.02870256640017,1,0.745316922664642,0.103318691253662
VTM-000279,DG-393984939add,target_mineral,0.372148722410202,0.000155930130859,0.000084201899881,0.000110895467515,1,0.956100106239319,0.340819358825684
VTM-000286,DG-a9e66e544943,target_mineral,0.492875903844833,0.334639757871628,0.389658629894257,0.362541139125824,0,0.318411350250244,0.07213306427002
VTM-000295,DG-022950aec806,target_mineral,0.433629155158997,0.876582622528076,0.836815118789673,0.854059457778931,1,0.557775497436523,0.026030153036118
VTM-000296,DG-7eeee3bf6195,target_mineral,0.450263887643814,0.999986529350281,0.999996960163116,0.999992251396179,0,0.499986946582794,0.000004708792403
VTM-000303,DG-c7d6902b0f52,target_mineral,0.522176682949066,0.994659006595612,0.971819400787354,0.983745694160461,1,0.529004871845245,0.011032547801733
VTM-000317,DG-23c65e850884,target_mineral,0.492457628250122,0.045777339488268,0.044015932828188,0.044883351773024,1,0.548890173435211,0.01972222328186
VTM-000318,DG-1963609157d8,target_mineral,0.411220550537109,0.02147962898016,0.002443642122671,0.01027163118124,1,0.999980926513672,0.737719297409058
VTM-000319,DG-03fad6b454d3,target_mineral,0.533827841281891,0.616518259048462,0.08946518599987,0.370820790529251,1,0.999935626983643,0.508368968963623
VTM-000324,DG-5b572bca6c6d,target_mineral,0.468498796224594,0.393012523651123,0.340526461601257,0.365116119384766,1,0.671889364719391,0.073626041412354
VTM-000332,DG-45e0e504e360,target_mineral,0.502670109272003,0.999967932701111,0.999986588954926,0.999977231025696,0,0.499976694583893,0.000009358099305
VTM-000333,DG-054b4ded8482,target_mineral,0.458254456520081,0.551377356052399,0.672564744949341,0.617030084133148,0,0.270242065191269,0.086180597543716
VTM-000338,DG-4d18b403f26f,target_mineral,0.453887730836868,0.429952889680862,0.459033727645874,0.445834308862686,0,0.418912291526794,0.029176354408264
VTM-000344,DG-2f8cebc5b197,target_mineral,0.478158712387085,0.30134242773056,0.169914826750755,0.232758074998856,1,0.946076095104218,0.25824761390686
VTM-000348,DG-a2483299fee4,target_mineral,0.465669929981232,0.156128332018852,0.146726742386818,0.151104778051376,1,0.577015042304993,0.032704830169678
VTM-000351,DG-a48fa79cf69f,target_mineral,0.455499678850174,0.623033761978149,0.404916197061539,0.504268705844879,1,0.896098077297211,0.21149143576622
VTM-000352,DG-1782d4b3d09c,target_mineral,0.495634615421295,0.195550724864006,0.237910002470016,0.216915279626846,0,0.272819668054581,0.092385649681091
VTM-000356,DG-a2c1700d01c0,target_mineral,0.537223517894745,0.973361670970917,0.770207047462463,0.879346489906311,1,0.763232052326202,0.101576715707779
VTM-000358,DG-4505009c7166,target_mineral,0.490315854549408,0.041471444070339,0.039059914648533,0.040242325514555,1,0.574330568313599,0.030085802078247
VTM-000359,DG-30c34c3d847b,target_mineral,0.491793930530548,0.000524903822225,0.002076036296785,0.001313198823482,0,0.001032226136886,0.45799446105957
VTM-000360,DG-1c1339c0ecd6,target_mineral,0.494262993335724,0.01040312089026,0.002600938547403,0.006457268260419,1,0.999024033546448,0.47689962387085
VTM-000364,DG-304b3e2f5877,target_mineral,0.580134749412537,0.999991893768311,0.99998277425766,0.999988079071045,1,0.500011384487152,0.000003814735464
VTM-000370,DG-0e59f5d8e9e4,target_mineral,0.407530754804611,0.068070024251938,0.016417287290096,0.037467364221811,1,0.999184548854828,0.597066640853882
VTM-000375,DG-7135d402d270,target_mineral,0.484452545642853,0.995954036712646,0.996777355670929,0.996378540992737,0,0.498967111110687,0.000400183955207
VTM-000376,DG-00ab810c1dea,target_mineral,0.490591138601303,0.741384088993073,0.794893026351929,0.768641948699951,0,0.413759917020798,0.033582270145416
VTM-000389,DG-4471c0222b39,target_mineral,0.557109534740448,0.999914526939392,0.999972760677338,0.999940276145935,0,0.499927163124084,0.000032485942938
VTM-000393,DG-3f40939f066b,target_mineral,0.556890249252319,0.787887334823608,0.687820553779602,0.743546783924103,1,0.663545787334442,0.057923421263695
VTM-000399,DG-26b764c57ddc,target_mineral,0.528067767620087,0.913256108760834,0.884428739547729,0.899651527404785,1,0.540007352828979,0.015008859336376
VTM-000402,DG-46dec4b46ad4,target_mineral,0.529634058475494,0.999850034713745,0.999831140041351,0.999841094017029,1,0.500023603439331,0.000008942079148
VTM-000405,DG-b0bfb8edf35a,target_mineral,0.497033298015594,0.996240615844727,0.996380627155304,0.996311008930206,0,0.499824345111847,0.000069873407483
VTM-000412,DG-843b1c898c47,target_mineral,0.468514770269394,0.960520088672638,0.886319935321808,0.921083807945251,1,0.599164366722107,0.041923869401217
VTM-000415,DG-4892c85208f5,target_mineral,0.499377548694611,0.998390793800354,0.999676764011383,0.999034583568573,0,0.498390972614288,0.00064259453211
VTM-000416,DG-01b17c267ab6,target_mineral,0.48302349448204,0.991428673267365,0.993794441223145,0.992651700973511,0,0.497020810842514,0.001150537282228
VTM-000422,DG-b99d9ad9680f,target_mineral,0.484542667865753,0.998688399791718,0.999108791351318,0.998905062675476,0,0.49947389960289,0.000203931180295
VTM-000426,DG-9bbc69442c87,target_mineral,0.546481609344482,0.999956011772156,0.999985754489899,0.999969482421875,0,0.49996280670166,0.000016272431822
VTM-000436,DG-229c5d1f2165,target_mineral,0.506860435009003,0.99995219707489,0.999894618988037,0.999923765659332,1,0.500072002410889,0.00002843317634
VTM-000440,DG-26e215fcf397,target_mineral,0.521419763565063,0.996716797351837,0.996833741664886,0.996772766113281,0,0.49985334277153,0.000061171129346
VTM-000446,DG-0182b1ffd727,target_mineral,0.53932249546051,0.999985456466675,0.999989628791809,0.999987363815308,0,0.49999475479126,0.000002265002877
VTM-000447,DG-74f509f8f214,target_mineral,0.551147997379303,0.990204095840454,0.981030821800232,0.986086666584015,1,0.511631906032562,0.00416683126241
VTM-000454,DG-b3b80973fad4,target_mineral,0.49771511554718,0.997283458709717,0.988275647163391,0.992758989334106,1,0.511339783668518,0.004547116346657
VTM-000480,DG-0374a0215e25,target_mineral,0.475559324026108,0.999418139457703,0.999183118343353,0.999294877052307,1,0.500293970108032,0.000123341800645
VTM-000486,DG-3404a4c37c78,target_mineral,0.583045721054077,0.999972343444824,0.999991655349731,0.999980330467224,0,0.499975860118866,0.000011325040759
VTM-000495,DG-cd33cc03272a,target_mineral,0.512643396854401,0.999933123588562,0.999699711799622,0.999819397926331,1,0.50029182434082,0.000113739741209
